input,output
#habidʒ#,#avisi#
#ba#,#ba#
#biladʒ#,#bilasa#
#bunat#,#buna#
#kamu#,#ɡamu#
#kutu#,#ɡutu#
#hikan#,#iɡana#
#idʒuŋ#,#isu#
#ʔipil#,#ivili#
#zilateŋ#,#dʒilatoŋo#
#kiras#,#kira#
#ɡetik#,#koti#
#lileʔ#,#lilo#
#luaʔ#,#lua#
#mama#,#mama#
#miʔmiʔ#,#mimi#
#na#,#na#
#natuʔ#,#natu#
#nepuʔ#,#novu#
#nusa#,#nusa#
#ba#,#pa#
#baba#,#papa#
#batu#,#patu#
#bukuh#,#puku#
#buta#,#puta#
#rapat#,#rapata#
#sanu#,#sanu#
#siwa#,#sia#
#suluʔ#,#sulu#
#taʔaj#,#tae#
#tani#,#tani#
#tindaw#,#tiro#
#titis#,#titisi#
#tekas#,#toɡa#
#tui#,#tui#
#tunu#,#tunu#
#ʔuledʒ#,#uloso#
#ʔuma#,#uma#
#hunus#,#unusu#
#baŋa#,#vaŋavaŋa#
#baŋun#,#vaŋunu#
#buaʔ#,#vua#
#busbus#,#vuvusu#
#suli#,#zuli#
#ŋisŋis#,#ŋiŋisi#
