input,output
#aba#,#abha#
#ʔaʔaj#,#ae#
#alaʔ#,#ala#
#amax#,#ama#
#balaŋa#,#balaŋa#
#baliw#,#bali#
#batux#,#batu#
#baba#,#bawa#
#babaw#,#bawo#
#babuj#,#bawu#
#bedʒbedʒ#,#bewe#
#birbir#,#bibi#
#buʔaja#,#buea#
#budʒeʔ#,#bura#
#buuŋ#,#buu#
#buŋa#,#buŋa#
#zalan#,#dala#
#ʔia#,#ia#
#ina#,#ina#
#kabit#,#kabi#
#karus#,#karu#
#labiʔ#,#labi#
#lima#,#lima#
#lekab#,#loŋka#
#manuk#,#manuk#
#depah#,#ndapa#
#paʔa#,#paa#
#paheku#,#paku#
#palu#,#palu#
#panaʔ#,#pana#
#pacek#,#paso#
#piliʔ#,#pili#
#pitu#,#pitu#
#peɲu#,#ponu#
#punaj#,#pune#
#dakep#,#rako#
#danaw#,#rano#
#sikux#,#siku#
#seŋseŋ#,#sonco#
#susu#,#susu#
#suksuk#,#susu#
#tata#,#taata#
#talaw#,#talo#
#telu#,#talu#
#tenun#,#tanu#
#teda#,#tara#
#taktak#,#tata#
#tuked#,#tuko#
#tutuh#,#tutu#
#ʔuledʒ#,#ulo#
#ʔuluh#,#ulu#
#walu#,#walu#
#betak#,#weta#
