input,output
#ʔabin#,#abin#
#ʔabuk#,#abuk#
#ʔazaj#,#ade#
#wakat#,#akat#
#hapit#,#ampit#
#ampun#,#ampun#
#ʔataj#,#ate#
#baʔak#,#baak#
#baba#,#baba#
#baʔbaʔ#,#baba#
#balik#,#balik#
#bataŋ#,#bataŋ#
#batu#,#batu#
#baŋun#,#baŋun#
#birbir#,#bibil#
#bilat#,#bilat#
#bities#,#bitis#
#bedʒbedʒ#,#boboj#
#banua#,#bonua#
#bahu#,#boo#
#betik#,#botik#
#beŋel#,#boŋol#
#bubuŋ#,#bubuŋ#
#buʔaja#,#buea#
#buka#,#buka#
#bukal#,#bukal#
#bukuh#,#buku#
#burit#,#bulit#
#buluŋ#,#buluŋ#
#budu#,#bundu#
#buhek#,#buuk#
#buŋa#,#buŋa#
#buŋkul#,#buŋkul#
#bukut#,#buŋkut#
#dekuŋ#,#deŋkuŋ#
#zeŋkuŋ#,#deŋkuŋ#
#dilep#,#dilep#
#inzak#,#idak#
#inzak#,#indak#
#inum#,#inum#
#ʔio#,#io#
#iŋat#,#iŋat#
#kabus#,#kabus#
#kasaw#,#kaso#
#kilap#,#kilap#
#kumbal#,#kumbal#
#lasuʔ#,#laso#
#laŋkaw#,#laŋko#
#liaŋ#,#leeŋ#
#lawaʔ#,#loa#
#dahun#,#loon#
#duha#,#lua#
#manuk#,#manuk#
#mata#,#mata#
#baʔbaʔ#,#mbamba#
#ʔaledʒaw#,#olojo#
#ʔaledʒaw#,#olojo#
#pantar#,#pantal#
#patar#,#pantal#
#periŋ#,#peliŋ#
#piut#,#piot#
#pupu#,#pupu#
#saɡu#,#saɡu#
#sakit#,#sakit#
#salaʔ#,#sala#
#siwa#,#sio#
#susun#,#susun#
#tamis#,#tamis#
#taneʔ#,#tano#
#tian#,#tia#
#tulali#,#tilalu#
#tundaŋ#,#tudaŋ#
#tudaŋ#,#tudaŋ#
#tuʔu#,#tuu#
#ʔuzan#,#udan#
#ʔuledʒ#,#uloj#
#ʔulu#,#ulu#
#uliʔ#,#ule#
#unsek#,#usok#
#usek#,#usok#
#puʔun#,#uu#
