input,output
#aŋkat#,#akeut#
#alaʔ#,#aleaʔ#
#hampaŋ#,#apaŋ#
#asep#,#asep#
#ʔalesem#,#aseum#
#asih#,#asej#
#ajak#,#ajoʔ#
#bantal#,#batea#
#biŋkaj#,#bikej#
#bilis#,#bilis#
#baisan#,#bisan#
#bisik#,#bisiʔ#
#buŋkaʔ#,#bukeaʔ#
#buŋkus#,#bukus#
#buled#,#bulet#
#bunut#,#bunut#
#buhus#,#buʔus#
#dahdah#,#dado#
#ɡaduŋ#,#ɡaduŋ#
#ɡasiŋ#,#ɡasiŋ#
#ɡaut#,#ɡaut#
#ɡenep#,#ɡeneup#
#ibut#,#ibut#
#izuk#,#idʒuʔ#
#ikel#,#ika#
#ikel#,#ikea#
#imbuʔ#,#imbuaʔ#
#ʔipuʔ#,#ipuaʔ#
#iŋet#,#iŋeut#
#dilat#,#dʒileut#
#kaban#,#kabeun#
#kaluŋ#,#kaluŋ#
#kutuk#,#kutuʔ#
#lawa#,#lawea#
#padem#,#padeum#
#palaw#,#paleuw#
#panes#,#paneus#
#pezem#,#pedʒeum#
#pukaw#,#pukeuw#
#suɡi#,#suɡaj#
#sumbaŋ#,#sumbaŋ#
#sumpaʔ#,#supeaʔ#
#taŋaʔ#,#taŋeaʔ#
#teduŋ#,#teduŋ#
#tamanaŋ#,#temanaŋ#
#tanaŋaw#,#tenaŋeuw#
#tumid#,#tumit#
#tunas#,#tuneus#
#humbak#,#umboʔ#
#eŋdʒuŋ#,#ɲuŋ#
#edʒuŋ#,#ɲuŋ#
