input,output
#ʔabu#,#abo#
#aku#,#ako#
#enem#,#anom#
#ʔapedʒux#,#apdo#
#ʔetut#,#atot#
#ai#,#aj#
#bales#,#balos#
#basbas#,#basbas#
#basbas#,#basbas#
#baseʔ#,#basaʔ#
#batux#,#bato#
#bitbit#,#bitbit#
#bituʔen#,#bituʔon#
#buhet#,#boʔot#
#bukas#,#bukas#
#bulaw#,#bulaw#
#buled#,#bulod#
#betuŋ#,#butoŋ#
#buʔaja#,#buʔaja#
#babaw#,#babaw#
#babuj#,#baboj#
#barat#,#barat#
#basbas#,#basbas#
#bilaŋ#,#bilaŋ#
#bubu#,#bubo#
#bukidʒ#,#bukid#
#buŋa#,#buŋa#
#daŋdaŋ#,#daŋdaŋ#
#ʔazi#,#daʔi#
#dikit#,#dikit#
#deles#,#dulos#
#depah#,#dupa#
#zalan#,#dalan#
#danaw#,#danaw#
#dilaʔ#,#dilaʔ#
#ɡisɡis#,#ɡisɡis#
#haŋut#,#haŋot#
#idas#,#idas#
#ina#,#ina#
#ʔipit#,#ipit#
#isa#,#isa#
#ka#,#ka#
#kabit#,#kabit#
#kali#,#kali#
#kapkap#,#kapkap#
#kawajan#,#kawajan#
#kiskis#,#kiskis#
#kudkud#,#kukod#
#kuaw#,#kuwaw#
#kawit#,#kawit#
#kuden#,#kuron#
#lahud#,#lawod#
#likud#,#likod#
#lima#,#lima#
#lawaʔ#,#lawaʔ#
#laŋaw#,#laŋaw#
#manuk#,#manok#
#na#,#na#
#na#,#na#
#ni#,#ni#
#nu#,#nu#
#pa#,#pa#
#pakpak#,#pakpak#
#pelus#,#palos#
#paspas#,#paspas#
#pidʒax#,#pira#
#pispis#,#pispis#
#pitu#,#pito#
#piak#,#pijak#
#paliʔ#,#paliʔ#
#panaʔ#,#panaʔ#
#paʔa#,#paʔa#
#paen#,#paʔon#
#puki#,#puki#
#puluʔ#,#puloʔ#
#punaj#,#punaj#
#sa#,#sa#
#sa#,#sa#
#sabaj#,#sabaj#
#sakal#,#sakal#
#sakat#,#sakat#
#si#,#si#
#sipit#,#sipit#
#sekel#,#sukol#
#sabaj#,#sabaj#
#saleŋ#,#saloŋ#
#sapaʔ#,#sapaʔ#
#sikux#,#siko#
#siwaʔ#,#siwaʔ#
#supsup#,#supsup#
#susu#,#suso#
#tebek#,#tabok#
#tekep#,#takop#
#talaw#,#talaw#
#tiktik#,#tiktik#
#telu#,#tulo#
#takut#,#takot#
#tapis#,#tapis#
#tapus#,#tapos#
#taʔan#,#taʔan#
#tubah#,#tuba#
#tukad#,#tukad#
#ʔumah#,#uma#
#ʔumaŋ#,#umaŋ#
#ʔuaj#,#uwaj#
#wakwak#,#wakwak#
#walu#,#walo#
#witiwit#,#witiwit#
#ʔaɲud#,#anod#
#ʔuledʒ#,#ulod#
#ʔumaŋ#,#umaŋ#
#ʔupuŋ#,#upoŋ#
#ʔudʒiŋ#,#uriŋ#
#ŋadʒan#,#ŋaran#
#ŋaŋa#,#ŋaŋa#
#ŋilu#,#ŋilo#
#ŋipen#,#ŋipon#
#ŋusuʔ#,#ŋusoʔ#
