input,output
#ema#,#ma#
#ʔampelas#,#ampelas#
#ʔapelas#,#ampelas#
#ʔezen#,#ɨdʒɨn#
#aduʔ#,#aduh#
#aliʔ#,#alih#
#ʔalun#,#alun#
#ampun#,#ampun#
#ʔampus#,#apus#
#ʔapus#,#apus#
#hapuj#,#apuj#
#hasaʔ#,#asah#
#hasak#,#asak#
#hasaŋ#,#asaŋ#
#ʔasiʔ#,#asih#
#hasek#,#asɨk#
#atel#,#ateul#
#hawak#,#awak#
#aɲam#,#aɲam#
#aŋaʔ#,#aŋah#
#haŋin#,#aŋin#
#baʔbaʔ#,#babah#
#bakbak#,#babak#
#baʔaɡi#,#baɡi#
#balik#,#balik#
#baluk#,#baluk#
#bantun#,#bantun#
#baseʔ#,#baseuh#
#batu#,#batu#
#baŋun#,#baŋun#
#bekbek#,#bebek#
#bekuk#,#bekuk#
#belak#,#belak#
#belaŋ#,#belaŋ#
#bendul#,#bendul#
#bentas#,#bentas#
#ber#,#ber#
#betus#,#betus#
#bedʒbedʒ#,#beubeur#
#betbet#,#beubeut#
#beli#,#beuli#
#belit#,#beulit#
#bener#,#beuneur#
#betu#,#beutu#
#beŋkak#,#beuŋkak#
#beŋis#,#beŋis#
#bekaʔ#,#beŋkah#
#beŋkaŋ#,#beŋkaŋ#
#bekaŋ#,#beŋkaŋ#
#beŋkuŋ#,#beŋkuŋ#
#bisbis#,#bibis#
#bilik#,#bilik#
#binehiʔ#,#binih#
#birit#,#birit#
#bisul#,#bisul#
#bities#,#bitis#
#buaʔ#,#buah#
#buhat#,#buat#
#buʔaŋ#,#buaŋ#
#bukbuk#,#bubuk#
#budʒeʔ#,#budah#
#buʔaja#,#buhaja#
#buka#,#buka#
#bukuh#,#buku#
#bulan#,#bulan#
#bulu#,#bulu#
#buni#,#buni#
#buntal#,#buntal#
#buntut#,#buntut#
#busuk#,#busuk#
#buta#,#buta#
#buhek#,#buuk#
#buŋkul#,#buŋkul#
#bahaʔ#,#caah#
#badas#,#cadas#
#cekel#,#cekel#
#daʔan#,#dahan#
#daʔu#,#dahu#
#daki#,#daki#
#dalem#,#dalem#
#dalit#,#dalit#
#dahun#,#daun#
#daŋket#,#daŋkɨt#
#daket#,#daŋkɨt#
#dekdek#,#dedek#
#duha#,#dua#
#dujuŋ#,#dujuŋ#
#deket#,#dɨkɨt#
#eŋkut#,#eŋkut#
#ɡaris#,#ɡaris#
#ɡekɡek#,#ɡekɡek#
#ɡer#,#ɡer#
#ɡeret#,#ɡeret#
#ɡerit#,#ɡerit#
#ɡikɡik#,#ɡikɡik#
#ɡila#,#ɡila#
#ɡilap#,#ɡilap#
#ɡiliŋ#,#ɡiliŋ#
#ɡutɡut#,#ɡuɡut#
#ɡur#,#ɡur#
#limun#,#halimun#
#ʔahelu#,#halu#
#ʔanitu#,#hantu#
#ʔapah#,#hapa#
#hapit#,#hapit#
#ʔataj#,#hate#
#ʔatep#,#hatɨp#
#ʔabu#,#hawu#
#ʔabuk#,#hawuk#
#ʔeneŋ#,#heneŋ#
#ʔiuk#,#hiuk#
#ʔiuŋ#,#hiuŋ#
#ʔiŋɡa#,#hiŋɡa#
#ʔuzan#,#hudʒan#
#ʔulu#,#hulu#
#ʔuma#,#huma#
#ʔuntu#,#huntu#
#ʔutaŋ#,#hutaŋ#
#ʔubi#,#huwi#
#ʔelet#,#hɨlɨt#
#heʔe#,#hɨɨh#
#hipi#,#impi#
#ʔimpun#,#impun#
#ʔipun#,#impun#
#inum#,#inum#
#iriŋ#,#iriŋ#
#idʒuŋ#,#iruŋ#
#ised#,#ised#
#hiŋus#,#iŋus#
#zariŋ#,#dʒariŋ#
#zauʔ#,#dʒauh#
#zukut#,#dʒukut#
#kali#,#kali#
#kamiri#,#kamiri#
#kanaŋa#,#kanaŋa#
#kaput#,#kaput#
#kasaw#,#kaso#
#kahiw#,#kaju#
#keleŋ#,#keleŋ#
#keriʔik#,#kerik#
#kukuʔ#,#kukuh#
#kulit#,#kulit#
#kuman#,#kuman#
#kutu#,#kutu#
#kedeŋ#,#kədəŋ#
#laki#,#laki#
#laledʒ#,#laleur#
#lalu#,#lalu#
#lawaʔ#,#lancah#
#laban#,#lancan#
#laŋit#,#laŋit#
#laŋkaʔ#,#laŋkah#
#lesuŋ#,#leusuŋ#
#leŋen#,#leuŋeun#
#lian#,#lian#
#liaŋ#,#liaŋ#
#liket#,#liket#
#limas#,#limas#
#liput#,#liput#
#lisehaʔ#,#lisa#
#liseʔah#,#lisa#
#luaʔ#,#luah#
#luaŋ#,#luaŋ#
#lubaŋ#,#lubaŋ#
#luheʔ#,#luh#
#lulun#,#lulun#
#lumbu#,#lumbu#
#lumbuŋ#,#lumbuŋ#
#lumut#,#lumut#
#luʔar#,#luwar#
#lebiʔ#,#ləbih#
#lepit#,#ləpit#
#leŋa#,#ləŋa#
#lebet#,#lɨbɨt#
#palu#,#malu#
#males#,#maləs#
#mama#,#mama#
#mamaʔ#,#mamah#
#manuk#,#manuk#
#parud#,#marud#
#mata#,#mata#
#miɲak#,#miɲak#
#taʔen#,#naheun#
#tambak#,#nambak#
#nanaʔ#,#nanah#
#tapi#,#napi#
#taŋkep#,#naŋkeup#
#takep#,#naŋkeup#
#tajtaj#,#nete#
#ʔanibuŋ#,#nibuŋ#
#nipis#,#nipis#
#nunuk#,#nunuk#
#nusa#,#nusa#
#paɡer#,#paɡer#
#pakan#,#pakan#
#palaʔpaʔ#,#palapah#
#palu#,#palu#
#panas#,#panas#
#paŋedan#,#pandan#
#pantar#,#pantar#
#patar#,#pantar#
#papan#,#papan#
#paraʔu#,#parahu#
#parud#,#parud#
#pasaŋ#,#pasaŋ#
#paʔit#,#paʔit#
#peɲu#,#peɲu#
#pihpih#,#pipi#
#puʔun#,#puhun#
#pupu#,#pupu#
#pusedʒ#,#pusɨr#
#putiʔ#,#putih#
#puʔun#,#puun#
#peket#,#pəkət#
#hapedʒiʔ#,#pɨrih#
#hapedʒes#,#pɨrɨs#
#raket#,#raket#
#raŋepas#,#rampas#
#raŋpas#,#rampas#
#rantas#,#rantas#
#ratas#,#rantas#
#datu#,#ratu#
#dateŋ#,#ratəŋ#
#raŋkep#,#raŋkep#
#remek#,#remek#
#rimpuŋ#,#rimpuŋ#
#remuk#,#rəmuk#
#saɡu#,#saɡu#
#salaʔ#,#salah#
#sapu#,#sapu#
#saput#,#saput#
#simpaŋ#,#simpaŋ#
#sinduk#,#sinduk#
#siduk#,#sinduk#
#siŋeʔit#,#siŋit#
#siŋʔit#,#siŋit#
#siŋkab#,#siŋkab#
#sukun#,#sukun#
