input,output
#bajaw#,#bajaw#
#baŋbaŋ#,#baŋbaŋ#
#baŋkaj#,#baŋkaj#
#bikaŋkaŋ#,#bikaŋkaŋ#
#bikaŋkaŋ#,#badikaŋkaŋ#
#bukaw#,#bokaw#
#burik#,#bolik#
#burik#,#borik#
#buŋut#,#boŋot#
#lakaj#,#dakaj#
#lahuk#,#daok#
#lawaŋ#,#dawaŋ#
#laʔelu#,#daʔdo#
#laʔlu#,#daʔdo#
#lekeb#,#dekeb#
#liŋeʔet#,#diŋet#
#liŋʔet#,#diŋet#
#luja#,#doja#
#luŋun#,#doŋon#
#ebus#,#ebos#
#epid#,#epid#
#iŋkaŋ#,#ikaŋ#
#inut#,#inot#
#kain#,#kain#
#kakawa#,#kakawa#
#kaja#,#kaja#
#kutkut#,#kotkot#
#kuan#,#kowan#
#luŋun#,#loŋon#
#hukas#,#okas#
#hupak#,#opak#
#paŋpaŋ#,#paŋpaŋ#
#pipit#,#pipit#
#picek#,#pisek#
#sabeʔa#,#saba#
#saɡsaɡ#,#saɡsaɡ#
#salaksak#,#salaksak#
#sapaŋ#,#sapaŋ#
#sepi#,#sepi#
#siksik#,#siksik#
#siaŋ#,#sijaŋ#
#siʔedu#,#siʔʃo#
#sulit#,#solit#
#tabeʔ#,#taba#
#tabas#,#tabas#
#taʔebaŋ#,#tabʔaŋ#
#taʔbaŋ#,#tabʔaŋ#
#tadtad#,#tadtad#
#tapaj#,#tapej#
#timel#,#timel#
#tubuŋ#,#toboŋ#
