input,output
#hapuj#,#afo#
#halas#,#ala#
#ʔampelas#,#ampalj#
#ʔapelas#,#ampalj#
#ʔanibuŋ#,#anivona#
#hasaʔ#,#asa#
#ʔataj#,#atj#
#abaw#,#avo#
#baba#,#baba#
#dabuk#,#daboka#
#limas#,#dima#
#liteʔ#,#ditj#
#ʔelaŋ#,#elana#
#paʔit#,#faitra#
#palaʔpaʔ#,#falafa#
#panas#,#fana#
#paŋedan#,#fandrana#
#paniki#,#fanihj#
#pusedʒ#,#foitra#
#pusuʔ#,#fu#
#papan#,#fafana#
#pihpih#,#fifi#
#pikit#,#fihitra#
#putput#,#fofotra#
#pules#,#foli#
#putat#,#fotatra#
#putiʔ#,#fotsi#
#katapaŋ#,#hatafana#
#kawaj#,#havihavi#
#kenas#,#hena#
#kima#,#hima#
#kinzak#,#hindzaka#
#kizak#,#hindzaka#
#kulit#,#hoditra#
#kunu#,#hono#
#karaŋ#,#harana#
#ɡatel#,#hatina#
#kahiw#,#hazo#
#kunidʒ#,#honitra#
#kulat#,#hulatra#
#iliŋ#,#idina#
#ʔilaw#,#ilo#
#imbu#,#imbo#
#ʔisaʔ#,#isj#
#ibak#,#ivaka#
#zuŋkuk#,#dʒokoka#
#lapis#,#lampi#
#laba#,#lava#
#lumut#,#lomotra#
#laki#,#lahi#
#dalem#,#lalina#
#laledʒ#,#lalitra#
#lamak#,#lamaka#
#laŋit#,#lanitra#
#luaʔ#,#lua#
#meɲak#,#menaka#
#na#,#ni#
#nusa#,#nosj#
#ɲatuʔ#,#nato#
#nunuk#,#nonoka#
#ubut#,#ombotra#
#utaɲa#,#ontanj#
#diŋdiŋ#,#rindrina#
#duha#,#roa#
#rapet#,#rafitra#
#dahun#,#ravina#
#rambuk#,#ravoka#
#rabuk#,#ravoka#
#rambuk#,#ravoka#
#ribut#,#rivotra#
#sampaj#,#sampi#
#siwa#,#sivi#
#saɡu#,#saku#
#siuk#,#sioka#
#siksik#,#sisika#
#suŋkit#,#sukitra#
#susun#,#susuna#
#sudu#,#sutru#
#tak#,#ta#
#taliŋa#,#tadinj#
#taʔi#,#tai#
#taŋis#,#tani#
#taneʔ#,#tani#
#taban#,#tavana#
#tabuʔ#,#tavo#
#tabuni#,#tavoni#
#taʔun#,#tauna#
#tebah#,#tevj#
#tuna#,#tona#
#dujuŋ#,#trozona#
#tiup#,#tsioka#
#tindes#,#tsindri#
#tuʔu#,#tu#
#tuak#,#tuaka#
#talih#,#tadi#
#takub#,#takotra#
#taŋan#,#tanana#
#tepak#,#tefaka#
#teken#,#tehina#
#tebel#,#tevina#
#tunu#,#tono#
#tukaŋ#,#tuhana#
#ba#,#va#
#balik#,#vadika#
#baliw#,#vadj#
#baliw#,#vadjlahj#
#bakes#,#vahj#
#bala#,#vala#
#baliw#,#valu#
#batu#,#vato#
#baʔbaʔ#,#vava#
#bekeladʒ#,#velatra#
#binaŋa#,#vinanj#
#buaʔ#,#voa#
#buŋa#,#vonj#
#buʔaja#,#voaj#
#bakas#,#vaha#
#balu#,#valo#
#bataŋ#,#vatana#
#beŋkaŋ#,#vehana#
#bekaŋ#,#vehana#
#bili#,#vidj#
#biliŋ#,#vilj#
#bitiʔ#,#vitsj#
#bities#,#vitj#
#bitbit#,#vivitra#
#buhat#,#voatra#
#buliʔ#,#vodj#
#bukuh#,#voho#
#buŋkuk#,#vokoka#
#bulan#,#volana#
#bulu#,#volo#
#bunuʔ#,#vono#
#burit#,#voritra#
#budʒeʔ#,#vorj#
#butuʔ#,#voto#
#bukbuk#,#vovoka#
#apuŋ#,#afona#
#halem#,#alina#
#ʔalun#,#aluna#
#ʔambat#,#ambatra#
#anak#,#anaka#
#haŋin#,#anina#
#ʔadʒeŋ#,#arina#
#abut#,#avotra#
#ʔelad#,#elatra#
#epat#,#efatra#
#eseŋ#,#esina#
#ʔetut#,#etotra#
#hebut#,#evotra#
#ʔuledʒ#,#olitra#
#ʔulun#,#olona#
#ʔulun#,#ondana#
#ʔuzan#,#orana#
#ʔurit#,#oritra#
#ʔuzuŋ#,#orona#
#ʔubudʒ#,#ovotra#
#ʔubi#,#ovj#
