input,output
#anak#,#ana#
#babaʔ#,#fafa#
#baʔbaʔ#,#fafa#
#bataŋ#,#fatan#
#batu#,#fatu#
#beli#,#feli#
#buaʔ#,#fukwa#
#bulan#,#fulan#
#bulu#,#fulu#
#buhek#,#fuʔu#
#ʔuhenap#,#kuna#
#huadʒi#,#kwali#
#ʔulu#,#kwulu#
#ʔuzan#,#kwusan#
#ʔutan#,#kwutan#
#ʔaledʒaw#,#laru#
#liaŋ#,#lisa#
#lawaʔ#,#llakʷa#
#manuk#,#man#
#ʔanitu#,#nitu#
#dahun#,#rakwun#
#duha#,#ro#
#adani#,#rren#
#ampu#,#sabu#
#zalan#,#sala#
#ʔataj#,#sata#
#haŋin#,#saŋin#
#ina#,#sina#
#hikan#,#siʔa#
#tunu#,#tun#
#kahiw#,#ʔaj#
#kutu#,#ʔutu#
