input,output
#ʔaseb#,#asab#
#asu#,#aseə#
#baŋbaŋ#,#bambaŋ#
#baŋbaŋ#,#baŋbaŋ#
#baseʔ#,#basah#
#batux#,#bateə#
#beties#,#beuteh#
#bilaŋ#,#bileuəŋ#
#belaʔ#,#blah#
#beli#,#bloə#
#bubu#,#bubeə#
#bukidʒ#,#buket#
#buluʔ#,#buloːh#
#bukas#,#buŋkaih#
#buaʔ#,#boh#
#depah#,#deupa#
#di#,#di#
#ʔaɲud#,#haɲot#
#kawil#,#kawe#
#kawit#,#kawet#
#kudkud#,#kukuət#
#telu#,#lheə#
#dilaʔ#,#lidah#
#dilaʔ#,#dilah#
#manuk#,#manoʔ#
#ʔanibuŋ#,#niboːŋ#
#paheku#,#paku#
#palu#,#palu#
#piliʔ#,#pileh#
#puki#,#pukɔə#
#tenun#,#teuneun#
#tubah#,#tuba#
#tuzuʔ#,#tudʒoːh#
