input,output
#amax#,#ama#
#ʔauŋ#,#ao#
#asu#,#asu#
#baliw#,#bali#
#bubu#,#bubu#
#buŋa#,#buŋa#
#ʔenaj#,#ena#
#babuj#,#fafu#
#batux#,#fatu#
#buaʔ#,#fua#
#ɡerɡer#,#ɡeɡe#
#ina#,#ina#
#ʔinep#,#ine#
#kaka#,#kaka#
#kawajan#,#kawaan#
#kawil#,#kawil#
#kuden#,#kuren#
#lima#,#lima#
#ʔuluh#,#olo#
#padʒaj#,#pala#
#pidʒax#,#pila#
#pitu#,#pitu#
#puki#,#puki#
#depah#,#repa#
#sapaj#,#sapa#
#sikux#,#siku#
#telu#,#telo#
#tektek#,#tete#
#tubah#,#tufa#
#ʔuaj#,#ua#
#ʔuledʒ#,#ule#
#ʔumaŋ#,#uman#
#ʔudaŋ#,#uran#
