input,output
#badʒaʔ#,#balaʔ#
#baseʔ#,#baseʔ#
#batux#,#batu#
#danaw#,#danaw#
#depah#,#dappa#
#zawa#,#dawa#
#kawil#,#kawi#
#kilala#,#kila#
#lekuʔ#,#lakkuʔ#
#lawaʔ#,#lawaʔ#
#dalem#,#lawom#
#laju#,#laju#
#laŋaw#,#laŋaw#
#laŋu#,#laŋo#
#ludaʔ#,#luraʔ#
#lima#,#lima#
#zalan#,#laːn#
#lahud#,#luːd#
#manuk#,#manuk#
#depah#,#nappa#
#ni#,#ni#
#paʔa#,#paa#
#pakpak#,#pakpak#
#peɲu#,#pannu#
#padʒaj#,#pawoj#
#pekpek#,#pepek#
#pikpik#,#pikpik#
#pitpit#,#pipit#
#sepsep#,#sassop#
#si#,#si#
#sikux#,#siku#
#sipit#,#sipit#
#taʔan#,#taan#
#telu#,#tallu#
#tastas#,#tattas#
#tuzuʔ#,#toːʔ#
#kita#,#ŋita#
