input,output
#a#,#a#
#ʔamihan#,#amian#
#anak#,#anak#
#apa#,#apa#
#hapuj#,#api#
#hasaŋ#,#asaŋ#
#ʔataj#,#ate#
#ʔatep#,#atep#
#ʔelet#,#elet#
#ʔembus#,#embus#
#ʔaledʒaw#,#endo#
#ʔetut#,#entut#
#epat#,#epat#
#hezam#,#eram#
#hesi#,#esi#
#ʔeta#,#eta#
#ʔeti#,#eti#
#ʔeŋkem#,#eŋkem#
#eŋkut#,#eŋkut#
#ɡurit#,#ɡorit#
#ʔi#,#i#
#ʔipit#,#impit#
#ʔitiŋ#,#itiŋ#
#kali#,#kali#
#kamu#,#kamu#
#kanari#,#kanari#
#kasaw#,#kaso#
#kahiw#,#kaju#
#kilap#,#kilap#
#kilat#,#kilat#
#kima#,#kima#
#kiuk#,#kiuk#
#kumi#,#kumi#
#kutu#,#kutu#
#keteŋ#,#kətəŋ#
#zalan#,#lalan#
#laŋit#,#laŋit#
#laʔia#,#lia#
#dilaʔ#,#lilaʔ#
#luʔepit#,#lompit#
#luheʔ#,#lueʔ#
#lulun#,#lulun#
#lumut#,#lumut#
#lemes#,#ləsəm#
#buʔaja#,#muaja#
#paʔet#,#maʔat#
#biliŋ#,#miliŋ#
#bukuh#,#muku#
#nipis#,#nimpis#
#huj#,#oi#
#puket#,#pukət#
#pules#,#puləs#
#puni#,#puni#
#pusuʔ#,#pusuʔ#
#pusedʒ#,#pusər#
#dapet#,#rapet#
#daŋdaŋ#,#raraŋ#
#dapdap#,#raʔdap#
#duha#,#rua#
#dukut#,#rukut#
#dujuŋ#,#rujuŋ#
#sakit#,#sakit#
#salaʔ#,#salaʔ#
#seŋehit#,#seŋit#
#seŋhit#,#seŋit#
#siwa#,#siow#
#suka#,#suka#
#suluʔ#,#suluʔ#
#supu#,#supu#
#talih#,#tali#
#tambar#,#tambal#
#tanem#,#tanem#
#tazem#,#tarəm#
#tabaŋ#,#tawaŋ#
#taʔi#,#taʔi#
#tajtaj#,#tete#
#tumah#,#tuma#
#tunu#,#tunu#
#tutuŋ#,#tutuŋ#
#ʔuledʒ#,#uler#
#ʔulun#,#ulun#
#ʔuledʒ#,#uləd#
#ʔuma#,#uma#
#ʔunedʒ#,#uner#
#ʔuzan#,#uran#
#uduʔ#,#uruʔ#
#utiŋ#,#utiŋ#
#uak#,#uwak#
#ʔuban#,#uwan#
#ʔubi#,#uwi#
#ʔubudʒ#,#uwur#
#bekeladʒ#,#welar#
#besek#,#wesek#
#besiʔ#,#wesiʔ#
#beŋat#,#weŋaʔ#
#beŋel#,#weŋel#
#beŋkas#,#weŋkas#
#beŋkaŋ#,#weŋkaŋ#
#bekaŋ#,#weŋkaŋ#
#buʔaja#,#wuaja#
#buaʔ#,#wuaʔ#
#bukuh#,#wuku#
#bulud#,#wulur#
#buntal#,#wuntal#
#buntu#,#wuntu#
#buta#,#wuta#
#bubun#,#wuwun#
#buŋa#,#wuŋa#
#buŋaŋ#,#wuŋaŋ#
#buŋkas#,#wuŋkas#
#bukas#,#wuŋkas#
#buhek#,#wuʔuk#
#binehiʔ#,#weneʔ#
#ŋadʒan#,#ŋaran#
#ŋaŋa#,#ŋaŋa#
