input,output
#alikas#,#alikæh#
#adʒem#,#azem#
#babaw#,#babaw#
#babuj#,#baboj#
#bakbak#,#bakbak#
#baki#,#baki#
#batux#,#bato#
#bituʔen#,#bintœʔæn#
#bunadʒ#,#bunaz#
#si#,#hi#
#sikux#,#hikoʔ#
#susu#,#hœhœʔ#
#ina#,#ina#
#ini#,#ini#
#iuk#,#iok#
#ita#,#ita#
#kawaj#,#kawaj#
#ka#,#ka#
#ki#,#ki#
#kuaw#,#kwaw#
#maʔaw#,#maʔaw#
#na#,#na#
#ni#,#ni#
#padʒaj#,#pazaj#
#paŋaʔ#,#paŋaʔ#
#pidʒax#,#pizaʔ#
#punaj#,#ponaj#
#pudʒek#,#pozok#
#paʔedʒu#,#pæʔzoʔ#
#damuʔ#,#ramo#
#daja#,#rajaʔ#
#taɲam#,#talam#
#tanajan#,#tanajan#
#timu#,#timo#
#telu#,#toloʔ#
#tuʔtuʔ#,#toʔtoʔ#
#tutuh#,#tutœh#
#tektek#,#təktək#
#asu#,#æhœ#
#lemlem#,#əməm#
#ʔabu#,#ʔaebo#
#ʔaɲud#,#ʔaelor#
#uka#,#ʔoka#
#ʔumah#,#ʔomæh#
#ʔaʔaj#,#ʔæʔæj#
#ʔuaj#,#ʔœwaj#
