input,output
#api#,#ahi#
#apon#,#aho#
#ʔait#,#ai#
#ai#,#ai#
#ake#,#ake#
#akot#,#ako#
#saman#,#ama#
#ʔaco#,#ao#
#dʒalan#,#ara#
#ʔarop#,#aro#
#ʔatop#,#ato#
#ʔasu#,#au#
#pea#,#hea#
#pica#,#hia#
#pica#,#whia#
#sikop#,#hiko#
#siku#,#hiku#
#pine#,#hine#
#pose#,#hoe#
#ponor#,#hono#
#poɲu#,#honu#
#solo#,#horo#
#polon#,#horo#
#puaʔ#,#hua#
#buaʔ#,#hua#
#puʔal#,#hua#
#pupuk#,#huhu#
#puke#,#huke#
#punuʔ#,#hunu#
#buliŋ#,#huri#
#pururuŋ#,#huru#
#pulu#,#huru#
#puŋa#,#huŋa#
#isi#,#ihi#
#sipo#,#iho#
#ike#,#ike#
#dʒiŋana#,#inaŋa#
#kasi#,#kahi#
#kani#,#kai#
#kaka#,#kaka#
#kamu#,#kamu#
#kanon#,#kano#
#kali#,#kari#
#keli#,#kari#
#kawe#,#kawe#
#ki#,#ki#
#kiadʒo#,#kiato#
#kulit#,#kiri#
#kiwiwi#,#kiwi#
#koe#,#koe#
#koka#,#koka#
#koki#,#koki#
#komi#,#komi#
#komi#,#komi#
#kobit#,#kopi#
#koran#,#kora#
#koro#,#koro#
#ɡurat#,#kura#
#kodʒom#,#koː#
#mai#,#mai#
#masakit#,#maki#
#mana#,#mana#
#maɲawa#,#manawa#
#manuk#,#manu#
#malaʔe#,#marae#
#mataʔ#,#mata#
#mataʔ#,#mata#
#matakut#,#mataku#
#mate#,#mate#
#matuʔa#,#matua#
#maŋa#,#maŋa#
#motus#,#motu#
#muri#,#muri#
#maʔaɲur#,#maːnu#
#matolu#,#maːtoru#
#matolu#,#maːtotoru#
#matuʔa#,#maːtua#
#nipon#,#niho#
#nofo#,#noho#
#numi#,#numi#
#oka#,#oka#
#soka#,#oka#
#ʔone#,#one#
#onom#,#ono#
#ʔodaʔ#,#ota#
#ʔoti#,#oti#
#soŋe#,#oŋe#
#pani#,#pani#
#baban#,#papa#
#palo#,#paro#
#bebe#,#pepe#
#bikit#,#piki#
#biko#,#piko#
#piko#,#piko#
#bibi#,#pipi#
#bito#,#pito#
#bonor#,#pono#
#popok#,#popo#
#boŋi#,#poŋi#
#bua#,#pua#
#puaʔ#,#pua#
#buaʔ#,#pua#
#bua#,#pua#
#pusi#,#puhi#
#buku#,#puku#
#pulan#,#pura#
#buliʔ#,#pure#
#buliʔ#,#pure#
#bulut#,#puru#
#buta#,#puta#
#putu#,#putu#
#butu#,#putu#
#buu#,#puː#
#raʔe#,#rae#
#ranum#,#ranu#
#lababa#,#rapa#
#lapar#,#rapa#
#drali#,#rari#
#ralom#,#raro#
#lasa#,#rata#
#laŋo#,#raŋo#
#rere#,#rere#
#lisa#,#riha#
#rikit#,#riki#
#lilim#,#riri#
#loan#,#roa#
#rokuk#,#roku#
#loma#,#roma#
#loto#,#roto#
#rua#,#rua#
#ruruŋ#,#ruru#
#druru#,#ruru#
#taʔe#,#tae#
#sape#,#tahe#
#tape#,#tahe#
#tanum#,#tanu#
#dʒaot#,#tao#
#taba#,#tapa#
#tapa#,#tapa#
#tabu#,#tapu#
#salaŋ#,#tara#
#tali#,#tari#
#sariŋ#,#tari#
#talos#,#taro#
#tata#,#tata#
#sau#,#tau#
#taŋop#,#taŋo#
#tise#,#tihe#
#tiko#,#tiko#
#tibaŋ#,#tipa#
#dʒila#,#tira#
#tiro#,#tiro#
#topiʔ#,#tohi#
#toka#,#toka#
#toka#,#toka#
#tokon#,#toko#
#tolaʔ#,#tora#
#toto#,#toto#
#tuʔa#,#tua#
#tubuʔ#,#tupu#
#tupuʔ#,#tupu#
#tupuʔa#,#tupua#
#tuli#,#turi#
#turuʔ#,#turu#
#tupa#,#tuwha#
#ʔusan#,#ua#
#uso#,#uho#
#ʔusila#,#uira#
#unus#,#unu#
#ʔuraŋ#,#ura#
#ule#,#ure#
#ʔulu#,#uru#
#ucan#,#uta#
#ʔutup#,#utu#
#papine#,#waahine#
#waʔe#,#wae#
#wanse#,#wae#
#wase#,#wae#
#papa#,#waha#
#papaʔ#,#waha#
#papian#,#wahie#
#papine#,#wahine#
#papo#,#waho#
#waɡa#,#waka#
#wao#,#wao#
#pana#,#whana#
#pano#,#whano#
#padran#,#whara#
#bpalalan#,#wharara#
#alalan#,#wharara#
#pale#,#whare#
#paro#,#wharo#
#patu#,#whatu#
#paŋa#,#whaŋa#
#paŋa#,#whaŋa#
#panua#,#whenua#
#pilit#,#whiri#
#ʔanus#,#aːnu#
#ʔanusi#,#aːnu#
#ŋalu#,#ŋaru#
#mwata#,#ŋata#
#ŋau#,#ŋau#
#ŋodro#,#ŋoro#
#ŋok#,#ŋoː#
#ʔoso#,#oː#
