input,output
#a#,#a#
#aɡu#,#aɡu#
#halas#,#alas#
#ʔahelu#,#alu#
#abaŋ#,#ambaŋ#
#anak#,#anak#
#ʔanit#,#anit#
#apa#,#apa#
#asuk#,#asuk#
#ʔataj#,#ati#
#hawak#,#awak#
#abus#,#awos#
#ajuŋ#,#azoŋ#
#barbar#,#babar#
#balik#,#balik#
#baluk#,#baluk#
#bantiŋ#,#bantiŋ#
#baraŋ#,#baraŋ#
#baseʔ#,#basaʔ#
#batuk#,#batok#
#beŋkak#,#bekak#
#belaŋ#,#belaŋ#
#belaŋ#,#belaŋ#
#beŋkuŋ#,#beŋkoŋ#
#biŋkuŋ#,#bikuŋ#
#bilik#,#bilik#
#binehiʔ#,#bine#
#biseʔ#,#bisaʔ#
#buhat#,#buat#
#buʔaŋ#,#buaŋ#
#bubuŋ#,#bubuŋ#
#buluŋ#,#buluŋ#
#buntaŋ#,#buntaŋ#
#buntuʔ#,#buntuʔ#
#buseʔ#,#busaʔ#
#buta#,#buta#
#biŋkas#,#beŋkas#
#biŋkuŋ#,#beŋkoŋ#
#zaʔat#,#daʔat#
#dumpul#,#dumpul#
#heʔe#,#e#
#elak#,#elak#
#epus#,#empos#
#ɡiliŋ#,#ɡiliŋ#
#eɡik#,#ɡek#
#ieʔ#,#iaʔ#
#ibak#,#ibak#
#ikut#,#ikut#
#hipun#,#ipun#
#iŋat#,#iŋat#
#kabus#,#kabus#
#kaput#,#kaput#
#kahu#,#kau#
#kahiw#,#kazu#
#kaŋ#,#kaŋ#
#kek#,#kek#
#kepit#,#kempit#
#kepit#,#kepit#
#ketuk#,#ketuk#
#kilat#,#kilat#
#kiuk#,#kiok#
#kiput#,#kiput#
#kukuh#,#kuku#
#kukun#,#kukun#
#kunidʒ#,#kunis#
#kutu#,#kutu#
#ladiŋ#,#ladiŋ#
#laluŋ#,#laluŋ#
#lateŋ#,#lantoŋ#
#lasuʔ#,#lasoʔ#
#lawi#,#lawe#
#lawi#,#lawi#
#laŋɡa#,#laŋɡa#
#laɡa#,#laŋɡa#
#leŋɡur#,#leɡur#
#leɡur#,#leɡur#
#liaŋ#,#liaŋ#
#liput#,#liput#
#mama#,#mama#
#mamaʔ#,#mamaʔ#
#mata#,#mata#
#madʒa#,#maza#
#miɲak#,#minak#
#mimis#,#mimis#
#natad#,#natar#
#nihawa#,#nawa#
#ʔanilaw#,#nila#
#nilu#,#nilu#
#niniʔ#,#niniʔ#
#nituʔ#,#nintuʔ#
#nipis#,#nipis#
#ʔanitu#,#nitu#
#nusa#,#nusa#
#pak#,#pak#
#panas#,#panas#
#panas#,#panas#
#panaw#,#pano#
#parud#,#parut#
#pasaŋ#,#pasaŋ#
#epat#,#pat#
#pahuʔ#,#pauʔ#
#pikul#,#piŋkul#
#apuni#,#puni#
#pusedʒ#,#pusor#
#pusuʔ#,#pusuʔ#
#puʔun#,#puʔun#
#dapet#,#rapet#
#laʔia#,#rea#
#ditaʔ#,#ritaʔ#
#runduŋ#,#ruduŋ#
#ruduŋ#,#ruduŋ#
#dujuŋ#,#ruzuŋ#
#saʔebit#,#sabit#
#sapu#,#sapu#
#siksik#,#sisik#
#ciŋaŋ#,#siŋaŋ#
#suku#,#suku#
#suli#,#suli#
#suliʔ#,#suliʔ#
#suluʔ#,#suluʔ#
#sulsul#,#susul#
#sutsut#,#susut#
#talih#,#tali#
#utaɲa#,#tana#
#taneʔ#,#tanaʔ#
#tapa#,#tapa#
#tasik#,#tasik#
#tawa#,#tawa#
#taʔi#,#taʔi#
#tebaŋ#,#tebaŋ#
#ʔatimun#,#timun#
#tiktik#,#titik#
#tuzuk#,#tosok#
#tuk#,#tuk#
#tulus#,#tulus#
#tunu#,#tunu#
#tumpus#,#tupus#
#tupus#,#tupus#
#turik#,#turik#
#tutuŋ#,#tutuŋ#
#tuŋ#,#tuŋ#
#tuʔah#,#tuʔa#
#tuʔu#,#tuʔu#
#utiŋ#,#utiŋ#
#wakaʔ#,#waɡaʔ#
#baliw#,#wali#
#wanan#,#wanan#
#wani#,#wani#
#bataŋ#,#wataŋ#
#bahu#,#wau#
#buʔaja#,#waza#
#bahaʔ#,#waʔa#
#belak#,#welak#
#beli#,#weli#
#beɲan#,#wenan#
#betaw#,#weta#
#betik#,#wetik#
#bekut#,#weŋkut#
#biŋkuk#,#wikuk#
#bisul#,#wisul#
#biʔak#,#wiʔak#
#buhat#,#wuat#
#buʔaŋ#,#wuaŋ#
#buaʔ#,#wuaʔ#
#buaj#,#wue#
#buhek#,#wuk#
#buka#,#wuka#
#bulan#,#wulan#
#bulu#,#wulu#
#butaʔ#,#wutaʔ#
#bubu#,#wuwu#
#budʒeʔ#,#wuzaʔ#
#buŋa#,#wuŋa#
#zakan#,#zakan#
#ŋaŋa#,#ŋaŋa#
#laku#,#laku#
