input,output
#kao#,#ao#
#kabak#,#apa#
#posaʔ#,#apota#
#karut#,#aru#
#kasupe#,#asuhe#
#papa#,#haha#
#pakaʔ#,#haka#
#panek#,#hane#
#panua#,#hanua#
#baban#,#hapa#
#pale#,#hare#
#palu#,#haru#
#pakuŋ#,#haʔu#
#pitolon#,#hioro#
#piluk#,#hiru#
#pica#,#hita#
#pisak#,#hita#
#pokos#,#hoko#
#ponuʔ#,#honu#
#poɲu#,#honu#
#pose#,#hote#
#puat#,#hua#
#puʔaja#,#huara#
#pupuk#,#huhu#
#pupus#,#huhu#
#pupuŋ#,#huhu#
#pulan#,#hura#
#pudi#,#husi#
#pusa#,#huta#
#pusa#,#hutaː#
#pukot#,#huʔo#
#putun#,#huː#
#ibe#,#ipe#
#kamu#,#kamu#
#kanam#,#kana#
#kabi#,#kapi#
#kaso#,#kato#
#kokop#,#koko#
#koran#,#kora#
#kukut#,#kuku#
#mapo#,#maho#
#mai#,#mai#
#maʔati#,#mai#
#manoŋi#,#manoːni#
#mwaloʔ#,#maro#
#marau#,#maraːu#
#madrali#,#matari#
#mwasasi#,#matasi#
#masakit#,#mataʔi#
#matuʔa#,#maua#
#matakut#,#maʔu#
#meme#,#meme#
#muno#,#muno#
#mate#,#maːe#
#ɲakot#,#nako#
#ɲamu#,#namu#
#ɲao#,#nao#
#ane#,#nare#
#noku#,#noku#
#nunu#,#nunu#
#nuso#,#nuto#
#oka#,#oka#
#ʔodaʔ#,#oka#
#ona#,#ona#
#ona#,#ona#
#onom#,#ono#
#koran#,#ora#
#kodʒom#,#oto#
#ʔoso#,#oto#
#potok#,#para#
#bakewak#,#paʔewa#
#bebe#,#pepe#
#binam#,#pina#
#pinu#,#pinu#
#piras#,#pira#
#pilat#,#pira#
#bisik#,#pisi#
#boŋi#,#poni#
#poku#,#pou#
#puaʔ#,#pua#
#buaʔ#,#pua#
#burit#,#puri#
#buliʔ#,#puri#
#bulut#,#puru#
#ʔapator#,#rahao#
#ʔatita#,#raia#
#apic#,#rapi#
#ʔasam#,#rata#
#ʔaco#,#rato#
#ʔatun#,#rau#
#lisa#,#rite#
#rodrom#,#roto#
#rua#,#rua#
#ʔatop#,#raːo#
#siri#,#siri#
#sua#,#sua#
#dʒama#,#tama#
#sariŋ#,#tari#
#sawaŋ#,#tawa#
#sake#,#taʔe#
#saʔat#,#taʔa#
#solos#,#toro#
#ɡurat#,#ura#
#ʔuraŋ#,#ura#
#ʔulu#,#uru#
#ʔusur#,#usu#
#ʔusan#,#uta#
#ʔue#,#uwe#
#uton#,#uwo#
#wanse#,#wate#
#wase#,#wate#
#tanoʔ#,#aːno#
#tabu#,#aːpu#
#talos#,#aːro#
#tape#,#ʔahe#
#kaju#,#ʔai#
#kulu#,#ʔuruʔuru#
