input,output
#abu#,#abu#
#ʔaʔe#,#ae#
#kaju#,#ai#
#ʔalar#,#ala#
#kani#,#ani#
#kanon#,#ano#
#ʔase#,#ase#
#ʔatop#,#atawa#
#aura#,#aula#
#ʔawa#,#awa#
#baniŋ#,#bani#
#puaʔ#,#buwa#
#buaʔ#,#buwa#
#puaʔ#,#buwa#
#buaʔ#,#buwa#
#dʒoŋdʒoŋ#,#dodoŋa#
#kuriap#,#kuliawa#
#ralom#,#lalo#
#lasa#,#lasa#
#laŋon#,#laŋana#
#rua#,#luwa#
#mama#,#mama#
#mate#,#mande#
#motus#,#motu#
#nipon#,#niwo#
#pait#,#pai#
#butaʔ#,#puta#
#saman#,#samana#
#saŋa#,#saŋa#
#tipi#,#tiwi#
#tonuʔ#,#tonowa#
#pulu#,#uli#
#pudi#,#undi#
#punuʔ#,#uni#
#ʔusan#,#usana#
#pose#,#wosa#
#pose#,#wose#
#awe#,#jawe#
#api#,#jawi#
