input,output
#a#,#aa#
#ʔazaj#,#adʒe#
#apuni#,#ampuni#
#anak#,#ana#
#ʔanitu#,#anitu#
#apa#,#apa#
#ʔapah#,#apa#
#hapuj#,#apu#
#hasaʔ#,#asa#
#ʔatep#,#ata#
#hawak#,#awa#
#ʔabu#,#awu#
#abut#,#awu#
#ʔadʒeŋ#,#ajo#
#bak#,#ba#
#ba#,#ba#
#baʔbaʔ#,#baba#
#baliw#,#bali#
#baliw#,#bali#
#balu#,#balu#
#banua#,#banua#
#baraŋ#,#bara#
#baban#,#bawa#
#beka#,#beka#
#benut#,#benu#
#bisul#,#bisu#
#bisul#,#bisu#
#biŋaʔ#,#biŋa#
#belbel#,#bobo#
#beliʔ#,#boi#
#besiʔ#,#bonci#
#beŋel#,#boŋo#
#buʔbuʔ#,#bubu#
#buŋbuŋ#,#bumbu#
#burun#,#buru#
#buta#,#buta#
#bunter#,#buto#
#bubuŋ#,#buwu#
#bulud#,#buju#
#buŋkul#,#buŋku#
#datu#,#datu#
#delep#,#dolo#
#hejaʔ#,#ea#
#ɡila#,#ɡila#
#ʔi#,#i#
#inzak#,#idʒa#
#ikaj#,#ike#
#ʔila#,#ila#
#ilah#,#ila#
#imbuk#,#imbu#
#ʔimpun#,#impu#
#ʔipun#,#impu#
#ina#,#ine#
#inum#,#inu#
#hipi#,#ipi#
#iput#,#ipu#
#iriŋ#,#iri#
#isut#,#isu#
#hibun#,#iwu#
#iŋat#,#iŋa#
#zalan#,#dʒaja#
#zaŋan#,#dʒaŋa#
#dilaʔ#,#dʒila#
#zelaj#,#dʒole#
#kaŋ#,#kaa#
#kahiw#,#kadʒu#
#kakaʔ#,#kaka#
#kasaw#,#kaso#
#ɡatel#,#kata#
#katu#,#katu#
#kalumpaŋ#,#kajumpaŋ#
#kalumpaŋ#,#kalumpaŋ#
#kekkek#,#keke#
#kekek#,#keke#
#keriʔik#,#keri#
#kikik#,#kiki#
#kedeŋ#,#kodo#
#kudʒa#,#kudʒa#
#kulit#,#kuli#
#kutaɲa#,#kutana#
#lawi#,#lai#
#lama#,#lama#
#laɲa#,#lana#
#dalidʒ#,#lari#
#laʔia#,#leʔia#
#lisehaʔ#,#lioso#
#liseʔah#,#lioso#
#lipuʔ#,#lipu#
#mamaʔ#,#mama#
#mata#,#mata#
#nanaʔ#,#nana#
#nipaʔ#,#nipa#
#nepuʔ#,#nopu#
#nusa#,#nusa#
#empeŋ#,#ompo#
#esek#,#onco#
#epat#,#opo#
#empu#,#opu#
#esek#,#oso#
#ʔeta#,#ota#
#ʔeti#,#oti#
#ʔetut#,#otu#
#ʔelet#,#ojo#
#eŋkel#,#oŋko#
#heʔe#,#oʔo#
#paladʒ#,#pale#
#palu#,#palu#
#panid#,#pani#
#pahuʔ#,#pao#
#papa#,#papa#
#piek#,#pio#
#hapedʒis#,#podi#
#hapedʒiʔ#,#poi#
#panahik#,#pone#
#peceʔ#,#poso#
#puket#,#puka#
#pules#,#pule#
#pusedʒ#,#puse#
#putiʔ#,#pute#
#puʔun#,#puʔu#
#dalem#,#raja#
#daʔu#,#raʔu#
#diŋdiŋ#,#rindi#
#duha#,#rua#
#dusuk#,#runcu#
#sakit#,#saki#
#salaʔ#,#sala#
#sawa#,#sawa#
#sinduk#,#sindu#
#siduk#,#sindu#
#siwa#,#sio#
#cekep#,#soko#
#suka#,#suka#
#suli#,#suli#
#suli#,#suli#
#sumaŋed#,#sumaŋa#
#supaʔ#,#supa#
#sulsul#,#susu#
#sudu#,#suju#
#surup#,#suju#
#talih#,#tali#
#talun#,#talu#
#tambal#,#tamba#
#tabuʔ#,#tambu#
#tabuʔan#,#tambua#
#taneʔ#,#tana#
#tasik#,#tasi#
#tau#,#tau#
#tawan#,#tawa#
#taʔen#,#taʔa#
#taʔi#,#taʔi#
#tina#,#tina#
#teka#,#toka#
#teken#,#toko#
#tebuh#,#towu#
#kutu#,#tuku#
#tumah#,#tuma#
#tundaŋ#,#tunda#
#tudaŋ#,#tunda#
#tutuk#,#tutu#
#tutup#,#tutu#
#tulali#,#tujali#
#ʔuban#,#ua#
#hujeʔab#,#uae#
#huj#,#ui#
#ʔuzan#,#udʒa#
#uliʔ#,#uli#
#ʔunedʒ#,#une#
#uduʔ#,#uru#
#uu#,#uu#
#ʔubi#,#uwi#
#ʔubudʒ#,#uwu#
#ʔulu#,#uju#
#ʔuʔus#,#uʔu#
#bekas#,#waka#
#balidʒa#,#walida#
#wani#,#wani#
#banua#,#wanua#
#bataŋ#,#wata#
#bataŋ#,#wata#
#batu#,#watu#
#bahu#,#wau#
#bala#,#waja#
#baŋkuʔ#,#waŋku#
#bakuʔ#,#waŋku#
#baŋun#,#waŋu#
#bedʒbedʒ#,#wewe#
#biŋkuk#,#wiɡu#
#binaŋa#,#winaŋa#
#binehiʔ#,#wine#
#bities#,#witi#
#birbir#,#wiwi#
#biŋkuŋ#,#wiŋku#
#betik#,#woti#
#beluk#,#woju#
#beŋkuŋ#,#woŋku#
#buaʔ#,#wua#
#buʔaja#,#wuadʒa#
#bukuh#,#wuku#
#budbud#,#wuwu#
#bubu#,#wuwu#
#bulan#,#wuja#
#bulu#,#wuju#
#buŋa#,#wuŋa#
#laledʒ#,#jale#
#nihawa#,#ɲawa#
#ŋadʒan#,#ŋaja#
#ŋaŋa#,#ŋaŋa#
