input,output
#ʔabu#,#abuh#
#ai#,#ai#
#ʔalad#,#alad#
#alap#,#alap#
#ʔaleb#,#aleb#
#maliʔi#,#alih#
#ʔaɲud#,#anud#
#sapaw#,#apo#
#baseʔ#,#baaʔ#
#baba#,#babeh#
#badʒaʔ#,#badaʔ#
#bakaŋ#,#bakaŋ#
#baliw#,#baliw#
#batux#,#batuh#
#buʔaja#,#bajeh#
#bedʒbedʒ#,#bebʰed#
#beli#,#belih#
#beties#,#beti#
#betuŋ#,#betuŋ#
#buaʔ#,#buaʔ#
#bubu#,#bubuh#
#buluʔ#,#buluʔ#
#daŋdaŋ#,#dadaŋ#
#dadʒem#,#dadem#
#zalan#,#dalan#
#dalem#,#dalem#
#daja#,#dajeh#
#demdem#,#dedhem#
#depah#,#depeh#
#dilaʔ#,#dilaʔ#
#ʔekuŋ#,#ekuŋ#
#enem#,#enem#
#ʔepit#,#epit#
#ʔetut#,#etut#
#ɡutɡut#,#ɡuɡut#
#idʒan#,#idan#
#sikux#,#iuh#
#kiskis#,#kiki#
#kudʒa#,#kudeh#
#kuden#,#kuden#
#kudkud#,#kukud#
#labaw#,#labo#
#lasuʔ#,#lauʔ#
#laju#,#lajuh#
#laŋaw#,#laŋo#
#lahud#,#laʔud#
#lipen#,#lipen#
#luludʒ#,#lulud#
#lima#,#limeh#
#lepaw#,#ləpo#
#baba#,#mabeh#
#badʒaʔ#,#madaʔ#
#maliʔi#,#malih#
#manuk#,#manuk#
#putun#,#mutul#
#zalan#,#nalan#
#nasuk#,#nauk#
#padʒaj#,#pade#
#paʔa#,#paʔeh#
#paheku#,#paʔuh#
#ʔapedʒux#,#pedʰuh#
#piliʔ#,#piliʔ#
#puluʔ#,#puluʔ#
#putun#,#putul#
#putun#,#putul#
#pa#,#pəh#
#reken#,#reken#
#takut#,#taʔut#
#tebek#,#tebʰek#
#tubah#,#tubəh#
#tuzuʔ#,#tuduʔ#
#tuked#,#tukəd#
#tusuk#,#tuuk#
#tuʔed#,#tuʔed#
#tuʔed#,#tuʔed#
#telu#,#təluh#
#ʔuaŋ#,#uaŋ#
#ʔudaŋ#,#udaŋ#
#udu#,#uduh#
#ʔuaj#,#ue#
#ʔuledʒ#,#uled#
#ʔuluh#,#uluh#
#utaʔ#,#utaʔ#
#walu#,#waluh#
#ŋadʒan#,#ŋadan#
#ŋaŋa#,#ŋaŋəh#
#kiskis#,#ŋiki#
