input,output
#bahaw#,#bahaw#
#bahi#,#bahi#
#bataŋ#,#bataŋ#
#batu#,#batu#
#bantun#,#batun#
#bataŋ#,#bataŋ#
#baŋun#,#baŋun#
#bedʒbedʒ#,#bedbed#
#beka#,#beka#
#bekbek#,#bekbek#
#bekeladʒ#,#belad#
#besiʔ#,#besiʔ#
#beŋel#,#beŋel#
#biʔak#,#biak#
#binehiʔ#,#binhiʔ#
#bitbit#,#bitbit#
#bituka#,#bituka#
#biŋkuŋ#,#biŋkuŋ#
#buʔaj#,#buaj#
#bubuŋ#,#bubuŋ#
#buhat#,#buhat#
#buhek#,#buhuk#
#bukbuk#,#bukbuk#
#bukuh#,#buku#
#bulan#,#bulan#
#bulit#,#bulit#
#buluŋ#,#buluŋ#
#bunbun#,#bunbun#
#buntud#,#buntud#
#bunut#,#bunut#
#bunuʔ#,#bunuʔ#
#busaw#,#busaw#
#busbus#,#busbus#
#buta#,#buta#
#butbut#,#butbut#
#buteŋ#,#buteŋ#
#buteʔul#,#butul#
#buaʔ#,#buwaʔ#
#buŋa#,#buŋa#
#buʔaja#,#buʔaja#
#buʔbuʔ#,#buʔbuʔ#
#badʒaʔ#,#balaʔ#
#daŋdaŋ#,#dadaŋ#
#daŋdaŋ#,#daraŋ#
#dahun#,#dahun#
#dakit#,#dakit#
#zalan#,#dalan#
#dalem#,#dalem#
#dalidʒ#,#dalid#
#delem#,#delem#
#diŋdiŋ#,#diŋdiŋ#
#duha#,#duwa#
#daʔan#,#daan#
#dilaʔ#,#dilaʔ#
#hakut#,#hakut#
#ka#,#ka#
#kabus#,#kabus#
#kapaj#,#kapaj#
#kahiw#,#kaju#
#kemes#,#kemes#
#kepkep#,#kepkep#
#keteb#,#keteb#
#kiₐ#,#ki#
#kilat#,#kilat#
#kulut#,#kulut#
#kusu#,#kusu#
#lakadʒ#,#lakad#
#lawi#,#lawi#
#laŋit#,#laŋit#
#likuʔ#,#likuʔ#
#limas#,#limas#
#muken#,#limuken#
#luheʔ#,#luhaʔ#
#lulun#,#lulun#
#lumut#,#lumut#
#lusuŋ#,#lusuŋ#
#luas#,#luwas#
#laŋaw#,#laŋaw#
#lisehaʔ#,#lisaʔ#
#liseʔah#,#lisaʔ#
#mama#,#mama#
#mamaʔ#,#mamaʔ#
#manuk#,#manuk#
#mata#,#mata#
#mimis#,#mimis#
#nipaʔ#,#nipaʔ#
#nanaʔ#,#nanaʔ#
#pened#,#pened#
#pilit#,#pilit#
#pikit#,#piŋkit#
#pulut#,#pulut#
#pusedʒ#,#pused#
#pusuŋ#,#pusuŋ#
#pusuʔ#,#pusuʔ#
#puʔun#,#puun#
#pusuʔ#,#pusuʔ#
#sabaŋ#,#sabaŋ#
#saʔebit#,#sabʔit#
#saladeŋ#,#salareŋ#
#salaʔ#,#salaʔ#
#saŋa#,#saŋa#
#siɡa#,#siɡa#
#sitsit#,#sitsit#
#suluʔ#,#suluʔ#
#sumpit#,#sumpit#
#sual#,#suwal#
#suat#,#suwat#
#suliʔ#,#suliʔ#
#taʔen#,#taen#
#taʔi#,#tai#
#tazem#,#talem#
#tambak#,#tambak#
#tambar#,#tambal#
#tanek#,#tanek#
#taʔu#,#tatau#
#taʔun#,#taun#
#tajtaj#,#tajtaj#
#taŋkas#,#taŋkas#
#taŋeladʒ#,#taŋlad#
#teŋaʔ#,#teŋaʔ#
#tebuh#,#tubu#
#tuli#,#tuli#
#tumah#,#tuma#
#ŋadʒan#,#ŋaran#
#emis#,#ɨmis#
#laku#,#laku#
