input,output
#abaka#,#abaka#
#abala#,#abala#
#ʔabut#,#abot#
#abuluj#,#abuloj#
#alem#,#alim#
#alilaʔ#,#alilaʔ#
#ʔadipen#,#alipin#
#ʔalis#,#alis#
#ʔaninaw#,#aninaw#
#antabaj#,#antabaj#
#araj#,#araj#
#ʔasud#,#asod#
#ʔatipulu#,#atipuo#
#aŋkas#,#aŋkas#
#baɡbaɡ#,#baɡbaɡ#
#baɡesak#,#baɡsak#
#baɡsak#,#baɡsak#
#bahen#,#bahin#
#bakaʔ#,#bakaʔ#
#barakilan#,#balakilan#
#balituk#,#balitok#
#balaʔih#,#balae#
#balitiʔ#,#balitiʔ#
#balulaŋ#,#balulaŋ#
#banaba#,#banaba#
#banisah#,#banasi#
#bani#,#bani#
#baleɲaw#,#banlaw#
#balɲaw#,#banlaw#
#banesaɡ#,#bansaɡ#
#bansaɡ#,#bansaɡ#
#bantuɡ#,#bantoɡ#
#basaɡ#,#basaɡ#
#batiŋ#,#batiŋ#
#bajbaj#,#bajbaj#
#baŋaʔ#,#baŋaʔ#
#baŋus#,#baŋos#
#biɡelaʔ#,#biɡlaʔ#
#biɡlaʔ#,#biɡlaʔ#
#beŋuit#,#biŋwit#
#buɡetuŋ#,#buɡtoŋ#
#buɡtuŋ#,#buɡtoŋ#
#buketut#,#buktot#
#buktut#,#buktot#
#bulalakaw#,#bulalakaw#
#bulbul#,#bulbol#
#bulilit#,#bulilit#
#buʔetis#,#buntis#
#buʔtis#,#buntis#
#butikiʔ#,#butikiʔ#
#buaɡ#,#buaɡ#
#bual#,#bual#
#buŋuran#,#buŋulan#
#buŋaŋaʔ#,#buŋaŋaʔ#
#buŋuʔ#,#buŋoʔ#
#buʔel#,#buʔol#
#babad#,#babad#
#baɡaj#,#baɡaj#
#bakal#,#bakal#
#baʔuɡ#,#baoɡ#
#baʔuɡ#,#baoɡ#
#basaɡ#,#basaɡ#
#bawas#,#bawas#
#bawiʔ#,#bawiʔ#
#bajaʔ#,#bajaʔ#
#bikelat#,#bikat#
#biklat#,#bikat#
#bilaŋ#,#bilaŋ#
#bidʒaʔu#,#bilaʔo#
#bitin#,#bitin#
#beŋet#,#biŋit#
#bujbuj#,#buboj#
