input,output
#ulit#,#ulit#
#ajaw#,#ajow#
#aŋkat#,#aŋkat#
#babaw#,#babow#
#baɡuh#,#baɡu#
#bakan#,#bakan#
#bakehaw#,#bakow#
#balaŋ#,#balaŋ#
#baliŋ#,#baliŋ#
#balun#,#balun#
#baŋbaŋ#,#bambaŋ#
#bantal#,#bantaɭ#
#bataʔ#,#bataʔ#
#bawaŋ#,#bawaŋ#
#binti#,#binsi#
#binuaŋ#,#binuaŋ#
#bihed#,#biod#
#bitul#,#bitul#
#biŋkis#,#biŋkit#
#basbas#,#bobat#
#balian#,#bolian#
#baliuŋ#,#boliuŋ#
#balulaŋ#,#bolulaŋ#
#beluŋ#,#boluŋ#
#benban#,#bomban#
#banawaŋ#,#bonawaŋ#
#betek#,#botok#
#baŋkudu#,#boŋkudu#
#bubud#,#bubud#
#budiŋ#,#buiŋ#
#bukaʔ#,#bukaʔ#
#bukaʔ#,#bukaʔ#
#buliɡ#,#buliɡ#
#butiʔes#,#busiot#
#butir#,#busir#
#budʒak#,#bujak#
#buhaŋin#,#buŋin#
#zaŋkit#,#dakit#
#zakit#,#dakit#
#dapit#,#dapit#
#ɡamaʔ#,#ɡamaʔ#
#ɡimbal#,#ɡimbal#
#ɡelem#,#ɡolom#
#ɡeleŋ#,#ɡoloŋ#
#ɡemes#,#ɡomot#
#ɡumpit#,#ɡupit#
#ɡupit#,#ɡupit#
#idap#,#idap#
#iliʔ#,#iliʔ#
#ʔinit#,#init#
#ita#,#inta#
#izap#,#irap#
#izap#,#iap#
#iraŋ#,#iraŋ#
#icak#,#itak#
#kahuɡ#,#kauɡ#
#kaʔis#,#kaʔit#
#kihik#,#kiik#
#kilan#,#kilan#
#kaladi#,#koladi#
#kempuŋ#,#kompoŋ#
#kesiŋ#,#kosiŋ#
#keted#,#kotod#
#kupkup#,#kukup#
#kulintaŋ#,#kulintaŋ#
#kurapu#,#kurapu#
#kuriʔik#,#kurik#
#kutuk#,#kutuk#
#kumkum#,#kuŋkum#
#lahuk#,#lauk#
#lajaŋ#,#lajaŋ#
#laŋuj#,#laŋuj#
#libedʒ#,#libod#
#liŋu#,#liŋu#
#lembeŋ#,#loboŋ#
#lebeŋ#,#loboŋ#
#ʔendem#,#odom#
#alaɡaʔ#,#olaɡaʔ#
#eɲat#,#onat#
#ʔerem#,#ojom#
#ʔendem#,#ojom#
#erut#,#ojut#
#padaŋ#,#padaŋ#
#pandek#,#pandok#
#padek#,#pandok#
#pariama#,#pariama#
#patiukan#,#pasiukan#
#patuŋ#,#patuŋ#
#paŋi#,#paŋi#
#pideŋ#,#pioŋ#
#paŋpaŋ#,#pompaŋ#
#pedped#,#popod#
#purpur#,#pupur#
#pujuŋ#,#pujuŋ#
#rikut#,#rikut#
#rentes#,#rotot#
#retes#,#rotot#
#rentes#,#rontot#
#retes#,#rontot#
#ruit#,#ruit#
#rupit#,#rupit#
#ruŋkuʔ#,#ruŋkuʔ#
#rukuʔ#,#ruŋkuʔ#
#silem#,#silom#
#tilem#,#silom#
#siʔat#,#siʔat#
#taeb#,#taab#
#sabaʔaŋ#,#tabaʔaŋ#
#sabaʔaŋ#,#tobaʔaŋ#
#salem#,#talom#
#sadab#,#tajab#
#sajad#,#tajad#
#tadu#,#taju#
#saŋit#,#taŋit#
#salatan#,#tolatan#
#tendan#,#tondan#
#tendek#,#tondok#
#sapeled#,#topolod#
#sapeled#,#topojod#
#sedʒem#,#tojom#
#seŋa#,#toŋa#
#ceŋis#,#toŋit#
#seŋkeb#,#toŋkob#
#sekeb#,#toŋkob#
#tuad#,#tuad#
#tumbas#,#tubat#
#tubas#,#tubat#
#tukad#,#tukad#
#tuʔelaŋ#,#tulaŋ#
#cupit#,#tupit#
#suŋit#,#tuŋit#
#tuŋkub#,#tuŋkub#
#tukub#,#tuŋkub#
#tuŋaw#,#tuŋow#
#udahik#,#uik#
#uliʔ#,#uliʔ#
#uŋkuʔ#,#uŋkuʔ#
#ukuʔ#,#uŋkuʔ#
#wasaj#,#watoi#
#reŋit#,#joŋit#
#ŋiaw#,#ŋiaw#
