input,output
#aduʔ#,#adoʔ#
#hakut#,#akot#
#ʔamihan#,#amijan#
#ʔaninu#,#anino#
#anak#,#anak#
#ʔapah#,#apa#
#hapedʒes#,#apdus#
#apuk#,#apok#
#hapin#,#apin#
#adʒan#,#aran#
#ʔahelu#,#aro#
#hasaŋ#,#asaŋ#
#ʔataj#,#ataj#
#ʔatep#,#atup#
#hawak#,#awak#
#bahaw#,#baaw#
#bahuʔ#,#baoʔ#
#baseʔ#,#basaʔ#
#bataŋ#,#bataŋ#
#batu#,#bato#
#bantun#,#baton#
#bahaj#,#baaj#
#baŋun#,#baŋon#
#bibi#,#bibi#
#bili#,#bili#
#biliŋ#,#biliŋ#
#biluk#,#bilok#
#binehiʔ#,#biniʔ#
#bisbis#,#bisbis#
#bitas#,#bitas#
#bitbit#,#bitbit#
#bities#,#bitiis#
#buʔaja#,#boaja#
#bubuŋ#,#boboŋ#
#budbud#,#bodbod#
#buka#,#boka#
#buŋkas#,#bokas#
#bukas#,#bokas#
#bukbuk#,#bokbok#
#bukuh#,#boko#
#buŋkul#,#bokol#
#bunbun#,#bonbon#
#buʔeni#,#boni#
#bunuʔ#,#bonoʔ#
#bulan#,#boran#
#buluŋ#,#boraŋ#
#busaw#,#bosaw#
#busbus#,#bosbos#
#betas#,#botas#
#butbut#,#botbot#
#betu#,#boto#
#betu#,#boto#
#butuʔ#,#boto#
#bentuk#,#botok#
#buta#,#bota#
#buaʔ#,#bowaʔ#
#buŋa#,#boŋa#
#buŋkuʔ#,#boŋko#
#bukuʔ#,#boŋko#
#bedʒbedʒ#,#budbud#
#bukbuk#,#bukbuk#
#beŋel#,#buŋul#
#badʒaʔ#,#baraʔ#
#bataŋ#,#bataŋ#
#buʔbuʔ#,#boboʔ#
#bunut#,#bonot#
#bunuʔ#,#bonoʔ#
#budʒeʔ#,#boraʔ#
#buta#,#bota#
#butu#,#boto#
#daki#,#daki#
#zalan#,#daran#
#dalidʒ#,#darid#
#dalem#,#darum#
#dateŋ#,#datuŋ#
#daŋdaŋ#,#daŋdaŋ#
#diŋdiŋ#,#diŋdiŋ#
#duha#,#dowa#
#deket#,#dukut#
#dilaʔ#,#dilaʔ#
#ɡaris#,#ɡaris#
#ɡiliŋ#,#ɡiliŋ#
#iŋkud#,#iŋkod#
#kabus#,#kabos#
#kakakₐ#,#kakak#
#kamet#,#kamot#
#kamu#,#kamu#
#kahiw#,#kaoj#
#kapaj#,#kapaj#
#kalaw#,#karaw#
#kali#,#kari#
#ɡarut#,#karot#
#kasaw#,#kasaw#
#ɡatel#,#katul#
#kilat#,#kilat#
#kiliŋ#,#kiliŋ#
#kiŋkiŋ#,#kiŋkiŋ#
#kubkub#,#kobkob#
#kunu#,#kono#
#kutu#,#koto#
#keteŋ#,#kutuŋ#
#laban#,#laban#
#lawaʔ#,#lawaʔ#
#lawi#,#lawi#
#laŋaw#,#laŋaw#
#laŋit#,#laŋit#
#likuʔ#,#likoʔ#
#limas#,#limas#
#muken#,#limokon#
#lisehaʔ#,#lisaʔ#
#liseʔah#,#lisaʔ#
#lumut#,#lomot#
#lulun#,#loron#
#luas#,#lowas#
#luheʔ#,#lowaʔ#
#luaʔ#,#lowaʔ#
#lakadʒ#,#lakad#
#mamaʔ#,#mamaʔ#
#manuk#,#manok#
#mata#,#mata#
#niwaŋ#,#niwaŋ#
#nanaʔ#,#nanaʔ#
#ʔuntu#,#onto#
#epat#,#opat#
#ʔutan#,#otan#
#paʔit#,#pait#
#pandak#,#pandak#
#pikit#,#pikit#
#puket#,#pokot#
#punas#,#ponas#
#puʔun#,#ponoʔ#
#pulut#,#porot#
#pusedʒ#,#posod#
#pusuʔ#,#posoʔ#
#sabaŋ#,#sabaŋ#
#sakit#,#sakit#
#sandaj#,#sandaj#
#saput#,#sapot#
#sawa#,#sawa#
#saŋa#,#saŋa#
#silaw#,#silaw#
#siraʔ#,#siraʔ#
#sebuh#,#sobo#
#sumpit#,#sompit#
#susuʔ#,#sosoʔ#
#suŋkit#,#soŋkit#
#sukit#,#soŋkit#
#suat#,#suwat#
#salaʔ#,#saraʔ#
#tahep#,#taap#
#taban#,#taban#
#tabun#,#tabon#
#taʔi#,#tai#
#takaw#,#takaw#
#tanem#,#tanum#
#tapa#,#tapa#
#taliŋa#,#tariŋa#
#tazem#,#tarum#
#tajtaj#,#tajtaj#
#tahiʔ#,#tai#
#taŋkaj#,#taŋkaj#
#taʔen#,#taʔan#
#atas#,#taʔas#
#tiŋah#,#tiŋa#
#tebuh#,#tobo#
#tubuʔ#,#toboʔ#
#tumbuʔ#,#toboʔ#
#tumah#,#toma#
#tesek#,#tosok#
#tuaj#,#towaj#
#tuhud#,#tood#
#hejup#,#ujup#
#ŋadʒan#,#ŋaran#
#ŋaŋa#,#ŋaŋa#
