input,output
#onom#,#nomo#
#painako#,#ainao#
#pale#,#ale#
#ʔalo#,#alo#
#palo#,#alo#
#ane#,#ane#
#padran#,#arana#
#ʔarita#,#arita#
#patu#,#atu#
#ʔapu#,#au#
#bakewak#,#baio#
#balai#,#balai#
#papa#,#bao#
#papaʔ#,#bao#
#pea#,#ea#
#iko#,#io#
#karasi#,#kalasi#
#kaubebe#,#kaubebe#
#kauru#,#kauru#
#kapiku#,#kaviu#
#raʔan#,#laa#
#raja#,#lae#
#laka#,#laka#
#laŋo#,#laŋo#
#lisa#,#lisa#
#rua#,#lua#
#mai#,#mai#
#mapo#,#mao#
#masauʔ#,#masau#
#mate#,#mate#
#maʔati#,#mati#
#moɲak#,#mona#
#muʔa#,#mua#
#nusa#,#nusa#
#poɲu#,#onu#
#patu#,#patu#
#pwatu#,#patu#
#pisi#,#pisi#
#boi#,#poi#
#pwasar#,#posala#
#poso#,#poso#
#bua#,#pua#
#puri#,#puli#
#salaŋ#,#raraŋa#
#draula#,#raura#
#daula#,#raura#
#dʒalan#,#salana#
#saman#,#samana#
#sipo#,#sio#
#soka#,#soa#
#tamanu#,#tamanu#
#tadra#,#tara#
#kupwena#,#uena#
#pulan#,#ulana#
#ʔuraŋ#,#ulaŋa#
#pudi#,#uri#
