input,output
#banaeŋ#,#banaaŋ#
#basuŋ#,#bansuŋ#
#beteken#,#botok#
#buŋkul#,#buŋkul#
#bukul#,#buŋkul#
#zapit#,#dapit#
#zaŋkaŋ#,#daŋkaŋ#
#deŋkul#,#deŋkul#
#kalamata#,#kalamata#
#kajab#,#kajap#
#kiduŋ#,#kiduŋ#
#kempuŋ#,#komboŋ#
#lakat#,#lakat#
#lampus#,#lapus#
#lapus#,#lapus#
#dukut#,#lukut#
#ebus#,#obus#
#saŋkep#,#saŋkop#
#sakep#,#saŋkop#
#cakep#,#saŋkop#
#sintak#,#sintak#
#seleɡ#,#solok#
#tinzak#,#tindak#
#tinzak#,#tindak#
#tizak#,#tindak#
#tuɡal#,#tuɡal#
#tuɡal#,#tuŋɡal#
#tukad#,#tukal#
#tumbun#,#tumbun#
#uki#,#uki#
