input,output
#bataŋ#,#bataŋ#
#dilaʔ#,#dilaʔ#
#duha#,#duwo#
#nihawa#,#inawo#
#kabut#,#kawut#
#kahiw#,#kaju#
#kubu#,#kubu#
#kulat#,#kulat#
#ladʒaʔ#,#ladaʔ#
#laʔia#,#lajo#
#laŋit#,#laŋit#
#laŋaw#,#laŋow#
#leŋen#,#loŋon#
#mata#,#mato#
#natad#,#natad#
#esuŋ#,#onsuŋ#
#puket#,#pukot#
#pusedʒ#,#pusod#
#daʔan#,#raan#
#diŋdiŋ#,#rindiŋ#
#dahun#,#roun#
#salaʔ#,#salaʔ#
#sapu#,#sapu#
#simpaŋ#,#simpaŋ#
#taneʔ#,#tanaʔ#
#tebuh#,#tobu#
#teli#,#toli#
#talisaj#,#tolisoj#
#taʔun#,#toun#
#batu#,#watu#
#ŋadʒan#,#ŋaran#
