input,output
#hamak#,#amak#
#ʔepah#,#ampa#
#ʔuraj#,#urai#
#azak#,#adʒak#
#aka#,#aka#
#alaʔ#,#alah#
#ambet#,#ambet#
#hambin#,#ambin#
#ambun#,#ambon#
#hampir#,#ampir#
#andap#,#andap#
#ʔalesem#,#asem#
#asep#,#asep#
#ʔaseŋ#,#aseŋ#
#awat#,#awat#
#ʔawis#,#awis#
#ajak#,#ajak#
#basbas#,#babas#
#bakaka#,#bakaka#
#baladaw#,#baladau#
#balanak#,#balanak#
#balalantiʔ#,#balanti#
#balian#,#balian#
#balikat#,#balikat#
#baliuŋ#,#balioŋ#
#balulaŋ#,#balulaŋ#
#banban#,#bamban#
#baŋbaŋ#,#bambaŋ#
#bantal#,#bantal#
#banuaŋ#,#banuaŋ#
#bariwis#,#bariwis#
#batak#,#batak#
#batik#,#batik#
#baɲen#,#baɲen#
#baŋaʔ#,#baŋah#
#beken#,#beken#
#benaŋ#,#benaŋ#
#beteŋ#,#benteŋ#
#bidaŋ#,#bidaŋ#
#bilaʔ#,#bilah#
#bilis#,#bilis#
#bidaŋ#,#bindaŋ#
#bisik#,#bisik#
#biŋkaj#,#biŋkai#
#buŋbuŋ#,#bumboŋ#
#bunut#,#bunot#
#buntil#,#buntil#
#butiʔes#,#buntis#
#bundak#,#burak#
#buriŋ#,#buriŋ#
#budiŋ#,#buriŋ#
#busuŋ#,#busoŋ#
#butul#,#butol#
#buŋkuɡ#,#buŋkok#
#buŋkus#,#buŋkus#
#deŋen#,#deŋen#
#ɡaliŋ#,#ɡaliŋ#
#ɡenep#,#ɡenep#
#ɡes#,#ɡes#
#ɡetus#,#ɡetus#
#ʔambawaŋ#,#hambawaŋ#
#ʔerem#,#herem#
#ʔeŋɡah#,#heŋɡa#
#ʔiaŋ#,#hiaŋ#
#indu#,#indu#
#hinzam#,#indʒam#
#isut#,#isut#
#itik#,#itik#
#ʔituŋ#,#itoŋ#
#iŋkaŋ#,#iŋkaŋ#
#zelzel#,#dʒedʒel#
#kabal#,#kabal#
#kabal#,#ɡabal#
#kampil#,#kampil#
#kandaŋ#,#kandaŋ#
#kantuk#,#kantok#
#kapuk#,#kapok#
#karanzaŋ#,#karandʒaŋ#
#kaderit#,#karit#
#kadrit#,#karit#
#kawaʔ#,#kawah#
#kaban#,#kawan#
#kawil#,#kawil#
#kembaŋ#,#kembaŋ#
#kena#,#kena#
#kepek#,#kepek#
#keter#,#keter#
#ketut#,#ketut#
#kiniŋ#,#kiniŋ#
#kipak#,#kipak#
#kipaj#,#kipaj#
#kuriŋ#,#kuriŋ#
#kuruŋ#,#kuroŋ#
#kuŋkuŋ#,#kuŋkoŋ#
#laklak#,#lalak#
#laslas#,#lalas#
#lalaw#,#lalaw#
#lampit#,#lampit#
#lampujaŋ#,#lampujaŋ#
#lantaj#,#lantaj#
#labaj#,#lawaj#
#lawi#,#lawi#
#laŋkuas#,#laŋkuas#
#leket#,#leket#
#lemu#,#lemo#
#lesu#,#leso#
#liut#,#liut#
#lubuk#,#lowok#
#lunek#,#lunek#
#lutuʔ#,#luntoh#
#lujaŋ#,#lujaŋ#
#madaŋ#,#madaŋ#
#majaŋ#,#maɲaŋ#
#buŋbuŋ#,#mumboŋ#
#nupi#,#nupi#
#padaŋ#,#padaŋ#
#palis#,#palis#
#paspas#,#papas#
#paras#,#paras#
#pariama#,#pariama#
#pasaŋ#,#pasaŋ#
#pajaʔ#,#pajah#
#paju#,#pajo#
#pajuŋ#,#pajoŋ#
#paŋɡaŋ#,#paŋɡaŋ#
#paŋi#,#paŋi#
#paŋku#,#paŋku#
#pizak#,#pidʒak#
#pintal#,#pintal#
#pitak#,#pitak#
#putuŋ#,#potoŋ#
#puɡut#,#puɡut#
#pulaŋ#,#pulaŋ#
#puŋpuŋ#,#pumpuŋ#
#putus#,#putus#
#puŋɡel#,#puŋɡel#
#raŋ#,#raŋ#
#salampaj#,#salampaj#
#salentek#,#salentak#
#saletek#,#salentak#
#sama#,#sama#
#sambut#,#sambut#
#sapaʔ#,#sapa#
#sapiʔ#,#sapih#
#sarak#,#sarak#
#surambi#,#sarambi#
#selsel#,#sasal#
#sabut#,#sawut#
#sajat#,#sajat#
#sajaŋ#,#sajaŋ#
#saŋɡaʔ#,#saŋɡah#
#saŋkalan#,#saŋkalan#
#selat#,#selat#
#senduk#,#sendok#
#seruk#,#serok#
#sikat#,#sikat#
#sila#,#sila#
#siʔelak#,#silak#
#silu#,#silo#
#sintak#,#sintak#
#sipat#,#sipat#
#siŋir#,#siŋer#
#suliŋ#,#suliŋ#
#sumbaŋ#,#sumbaŋ#
#tamanaŋ#,#tamanaŋ#
#tampar#,#tampar#
#tampak#,#tapak#
#tapak#,#tapak#
#tapaj#,#tapaj#
#tapiʔ#,#tapih#
#taŋkis#,#taŋkis#
#taŋuj#,#taŋoj#
#teluk#,#telok#
#sesed#,#teser#
#testes#,#tetes#
#timbaŋ#,#timbaŋ#
#timbul#,#timbul#
#tuaʔ#,#tuah#
#tuaŋ#,#tuaŋ#
#tuʔelaŋ#,#tulaŋ#
#tumbuŋ#,#tumboŋ#
#tumid#,#tumit#
#ʔudud#,#udut#
#hukaj#,#ukei#
#uliʔ#,#ulih#
#upak#,#upak#
#udahik#,#urik#
