input,output
#hapuj#,#afi#
#ampu#,#afu#
#ʔabu#,#ahu#
#hemaj#,#ammaj#
#anak#,#anak#
#ʔanahaw#,#anaw#
#epat#,#appat#
#hapin#,#appin#
#hadu#,#aru#
#ʔatimun#,#asimun#
#ʔetut#,#attut#
#ʔatep#,#atap#
#tuhud#,#atud#
#asuk#,#atuk#
#bekaʔ#,#bakka#
#baseʔ#,#basa#
#batu#,#batu#
#beŋi#,#baŋŋi#
#binehiʔ#,#bini#
#bituka#,#bituka#
#bakbak#,#babak#
#betak#,#battak#
#danum#,#danum#
#dahun#,#don#
#zalan#,#dalan#
#puʔun#,#fun#
#pusedʒ#,#futaɡ#
#pusuʔ#,#futu#
#bubuŋ#,#huhuŋ#
#bukuh#,#huku#
#bulun#,#hulun#
#bunut#,#hunut#
#buaʔ#,#hwa#
#buʔaja#,#hwaja#
#bukbuk#,#huhuk#
#bulan#,#hulan#
#buŋa#,#huŋa#
#hili#,#ili#
#ina#,#ina#
#inum#,#inum#
#ida#,#ira#
#ka#,#ka#
#kaka#,#kaka#
#ɡatel#,#katal#
#kukuh#,#kuku#
#kahiw#,#kaju#
#kutu#,#kutu#
#laʔia#,#laja#
#lisehaʔ#,#lisa#
#liseʔah#,#lisa#
#luheʔ#,#lua#
#laŋaw#,#laŋaw#
#laŋit#,#laŋit#
#lumut#,#lumut#
#manuk#,#manuk#
#mata#,#mata#
#musaŋ#,#musaŋ#
#ʔanuaŋ#,#nwaŋ#
#ŋadʒan#,#nahan#
#niwaŋ#,#niwaŋ#
#paniki#,#paniki#
#paʔit#,#pet#
#paladʒ#,#palad#
#panaw#,#panaw#
#pandak#,#pandak#
#sakaŋ#,#sakaŋ#
#sumpit#,#sumpit#
#sakit#,#takit#
#tanem#,#tanam#
#tazem#,#taram#
#teŋaʔ#,#taŋŋa#
#teken#,#takkan#
#tambak#,#tambak#
#tapa#,#tapa#
#taŋis#,#taŋit#
#tubuʔ#,#tuhu#
#tumbuʔ#,#tuhu#
#uliʔ#,#uli#
#ʔuma#,#uma#
#ʔunedʒ#,#unaɡ#
#uduʔ#,#uru#
#huadʒi#,#wahi#
#dilaʔ#,#zila#
#diŋdiŋ#,#zinziŋ#
#heban#,#abban#
#ʔaledʒaw#,#alɡaw#
#ʔahelu#,#allu#
#ʔalun#,#alun#
#anak#,#anak#
#hasaŋ#,#asaŋ#
#hawak#,#awak#
#haŋin#,#aŋin#
#ima#,#ima#
#ʔuban#,#uban#
#ubet#,#ubat#
#ʔubi#,#ubi#
#ʔubus#,#ufut#
#ʔulu#,#ulu#
#upaʔ#,#upa#
#ʔuzan#,#uran#
#ʔutin#,#usin#
#hutek#,#utak#
#huab#,#uwab#
