input,output
#hapuj#,#afu#
#ʔazaj#,#ala#
#anak#,#ana#
#aɲam#,#ana#
#haŋin#,#anine#
#ʔatep#,#ate#
#baba#,#haha#
#bakas#,#haka#
#baliw#,#halu#
#baliw#,#halu#
#baŋun#,#hanu#
#balik#,#hari#
#balu#,#haru#
#beluk#,#heru#
#biseʔak#,#hisa#
#bintiŋ#,#hiti#
#buʔaja#,#huaj#
#bulan#,#hulane#
#busaj#,#huse#
#buteʔul#,#hutu#
#bituka#,#hutua#
#iŋkes#,#ike#
#ikes#,#ike#
#imu#,#imi#
#ina#,#ina#
#kuru#,#kuru#
#daki#,#lai#
#datu#,#latu#
#dahun#,#lau#
#rembur#,#lehu#
#miɲak#,#mina#
#ŋadʒan#,#nala#
#nipaj#,#nifa#
#ʔanitu#,#nitu#
#sukun#,#suʔune#
#taʔ#,#ta#
#tunu#,#tunu#
#ʔutan#,#utane#
#huadʒi#,#wari#
