input,output
#bekul#,#abkox#
#beŋkuŋ#,#abkoŋ#
#betu#,#abto#
#beluk#,#abxok#
#deket#,#adket#
#haban#,#ahban#
#heban#,#ahban#
#ʔahelu#,#ahxo#
#ʔanahaw#,#anahaw#
#anak#,#anak#
#anaduʔ#,#anaro#
#ʔaninu#,#anino#
#ʔanitu#,#anitu#
#ampu#,#apo#
#ampu#,#apo#
#pesu#,#apso#
#ʔaledʒaw#,#araw#
#hadu#,#aro#
#sebuh#,#asboh#
#ʔasiʔ#,#asi#
#ʔataj#,#ataj#
#ʔatep#,#atep#
#telen#,#atlen#
#ʔabu#,#avo#
#halas#,#axas#
#lemes#,#axmes#
#daʔan#,#aʔdan#
#ʔeneb#,#aʔneb#
#kilat#,#cilat#
#dalikan#,#dalikan#
#duha#,#doha#
#ɡarus#,#ɡaros#
#ɡarut#,#ɡarot#
#ɡasɡas#,#ɡasɡas#
#ɡurit#,#ɡorit#
#hakut#,#hakot#
#hanunaŋ#,#hanonaŋ#
#hapedʒiʔ#,#hapdi#
#hapin#,#hapin#
#hapun#,#hapon#
#hapuj#,#hapoj#
#hadʒek#,#harek#
#haŋin#,#haɲin#
#hiket#,#hichet#
#hili#,#hili#
#nihawa#,#hinawa#
#huni#,#honi#
#hutek#,#hotek#
#imu#,#imo#
#ina#,#ina#
#inum#,#inom#
#ipes#,#ipes#
#ʔipil#,#ipil#
#ka#,#ka#
#kali#,#kali#
#kamet#,#kamet#
#kamu#,#kamo#
#ɡatel#,#katex#
#kabus#,#kavos#
#kahiw#,#kajoh#
#taliŋa#,#kajuh#
#kuhkuh#,#kohkoh#
#kukuh#,#kokoh#
#kulit#,#kolit#
#kunu#,#kono#
#kutu#,#koto#
#kuŋkuŋ#,#kuŋkuŋ#
#lisehaʔ#,#lisaha#
#liseʔah#,#lisaha#
#mamaʔ#,#mama#
#mamin#,#mamin#
#manuk#,#manok#
#mata#,#mata#
#na#,#na#
#nanaʔ#,#nana#
#nara#,#nara#
#nateŋ#,#nateŋ#
#ɲatuʔ#,#nato#
#niket#,#nichet#
#niniʔ#,#nini#
#ninih#,#ninih#
#nuka#,#noka#
#nunuk#,#nonok#
#uliʔ#,#oli#
#ʔunedʒ#,#oned#
#ʔunus#,#onos#
#ʔuʔus#,#oos#
#ʔupa#,#opa#
#ʔurit#,#orit#
#ʔutaŋ#,#otaŋ#
#ʔuban#,#ovan#
#ʔubi#,#ovi#
#ʔubudʒ#,#ovod#
#uak#,#owak#
#ʔuledʒ#,#oxed#
#ʔulu#,#oxo#
#paʔet#,#paet#
#pak#,#pak#
#paniki#,#panichi#
#panid#,#panid#
#panaj#,#panaj#
#papa#,#papa#
#paʔit#,#pajit#
#pia#,#pia#
#puk#,#pok#
#puket#,#poket#
#punas#,#ponas#
#pusedʒ#,#posed#
#daki#,#rachi#
#dahun#,#rahon#
#danum#,#ranom#
#dapdap#,#rapdap#
#dapdap#,#raprap#
#rantas#,#ratas#
#ratas#,#ratas#
#dateŋ#,#rateŋ#
#zalan#,#raxan#
#zaʔit#,#rajit#
#dilaʔ#,#rila#
#diŋdiŋ#,#riɲdiɲ#
#dujuŋ#,#rojoŋ#
#bedʒbedʒ#,#saavedved#
#salaʔ#,#sala#
#saŋa#,#saŋa#
#ʔatimun#,#simon#
#suli#,#soli#
#suluʔ#,#soxo#
#taki#,#tachi#
#tahaw#,#tahaw#
#tahep#,#tahep#
#tak#,#tak#
#takaw#,#takaw#
#taliŋa#,#taliɲa#
#taneʔ#,#tana#
#tapa#,#tapa#
#tapaŋ#,#tapaŋ#
#tazem#,#tarem#
#tabuʔ#,#tavo#
#tabun#,#tavon#
#tau#,#tawo#
#taŋis#,#taɲis#
#taŋeladʒ#,#taŋxad#
#tiktik#,#tichtich#
#tuli#,#tilo#
#tilu#,#tilu#
#tiŋtiŋ#,#tintin#
#titu#,#tito#
#tiŋah#,#tiɲah#
#tuhud#,#tohod#
#tulak#,#tolak#
#tumah#,#tomah#
#tuna#,#tona#
#tuduk#,#torok#
#tubuʔ#,#tovo#
#tumbuʔ#,#tovo#
#bahaw#,#vahaw#
#bahaj#,#vahaj#
#balu#,#valu#
#baɲaw#,#vanaw#
#banua#,#vanua#
#baruk#,#varuk#
#baseʔ#,#vasa#
#batu#,#vato#
#balaj#,#vaxaj#
#baŋun#,#vaŋon#
#bedʒbedʒ#,#vedved#
#berber#,#verber#
#bitbit#,#vitbit#
#bituka#,#vitoka#
#biŋkuŋ#,#viŋkoŋ#
#buaʔ#,#voa#
#buaʔ#,#vwa#
#buhuk#,#vohok#
#buhek#,#vohok#
#bukuh#,#voko#
#bukut#,#vokot#
#bunbun#,#vonbon#
#bunuʔ#,#vono#
#bunut#,#vonot#
#burit#,#vorit#
#buta#,#vota#
#butbut#,#votbot#
#butuʔ#,#voto#
#buteʔul#,#votox#
#bubu#,#vovo#
#bubuŋ#,#vovoŋ#
#bulan#,#voxan#
#buluŋ#,#voxoŋ#
#buʔeni#,#voʔni#
#huadʒi#,#wari#
#lawi#,#xawi#
#laŋit#,#xaɲit#
#laŋaw#,#xaŋaw#
#luheʔ#,#xoho#
#lumut#,#xomot#
#ludʒan#,#xoran#
#ŋakŋak#,#ŋakŋak#
#ŋadʒan#,#ŋaran#
#ŋutŋut#,#ŋotŋot#
