input,output
#hawak#,#abak#
#habit#,#abit#
#ʔadep#,#adep#
#ʔadʒeŋ#,#aɡeŋ#
#laŋket#,#alket#
#laket#,#alket#
#hapen#,#ampen#
#anak#,#anak#
#hasaʔ#,#asah#
#ʔasiʔ#,#asih#
#asuŋ#,#asuŋ#
#haŋin#,#aŋin#
#aŋkup#,#aŋkup#
#badʒaʔ#,#baɡah#
#bak#,#bak#
#bantun#,#bantun#
#baraŋ#,#baraŋ#
#bataŋ#,#bataŋ#
#baɡal#,#baŋɡal#
#bedʒbedʒ#,#bebek#
#beka#,#beka#
#bekas#,#bekas#
#belat#,#belat#
#bekeladʒ#,#belaŋ#
#belbel#,#belbel#
#bena#,#bena#
#bentuk#,#bentuk#
#besaʔ#,#besah#
#beŋap#,#beŋap#
#beŋis#,#beŋis#
#birbir#,#bibir#
#bidak#,#bidak#
#bidiŋ#,#bidiŋ#
#bilik#,#bilik#
#bities#,#bitis#
#bituka#,#bituka#
#buaʔ#,#buah#
#buhat#,#buat#
#buʔaja#,#buaja#
#buʔaŋ#,#buaŋ#
#bubuŋ#,#bubuŋ#
#buka#,#buka#
#buŋkuk#,#bukkuk#
#bukuh#,#buku#
#bulan#,#bulan#
#buluŋ#,#buluŋ#
#bunuʔ#,#bunuh#
#busbus#,#busbus#
#busuk#,#busuk#
#butbut#,#butbut#
#butbut#,#bubut#
#buŋa#,#buŋa#
#buŋkul#,#buŋkul#
#cepeʔak#,#cepak#
#cepʔak#,#cepak#
#dalit#,#dalit#
#datu#,#datu#
#daŋkaʔ#,#daŋkah#
#deket#,#deket#
#duha#,#dua#
#renzak#,#erdʒak#
#rezak#,#erdʒak#
#eŋkeŋ#,#eŋkeŋ#
#ɡaris#,#ɡaris#
#ɡedek#,#ɡedek#
#ɡidik#,#ɡidik#
#ɡundem#,#ɡondem#
#ɡudem#,#ɡondem#
#ɡetik#,#ɡotik#
#ɡutɡut#,#ɡuɡut#
#ʔanitu#,#hantu#
#imbaŋ#,#imbaŋ#
#hipaʔ#,#ipa#
#iriŋ#,#iriŋ#
#ituk#,#ituk#
#zemak#,#dʒemak#
#lisehaʔ#,#lisa#
#liseʔah#,#lisa#
#lubaŋ#,#lubaŋ#
#lumut#,#lumut#
#mamaʔ#,#mamah#
#paladʒ#,#palaŋ#
#paliŋ#,#paliŋ#
#hapedʒes#,#peɡes#
#pihpih#,#pipi#
#puaŋ#,#puaŋ#
#rusuk#,#rusuk#
#sakit#,#sakit#
#sapu#,#sapu#
#caŋket#,#saŋket#
#caket#,#saŋket#
#siuk#,#siuk#
#taban#,#taban#
#tempus#,#tempus#
#tepus#,#tempus#
#tumpel#,#tompel#
#tumah#,#tuma#
#wani#,#wani#
