input,output
#adi#,#adi#
#ʔazi#,#adi#
#ʔasawa#,#ahawa#
#amin#,#amin#
#amax#,#ama#
#kaen#,#an#
#ʔanup#,#anup#
#ʔanup#,#anup#
#ʔapedʒux#,#apɡu#
#ʔapid#,#apid#
#ʔapid#,#apid#
#apu#,#apu#
#ai#,#aj#
#badʒaʔ#,#baɡa#
#badʒaʔ#,#baɡa#
#bakbak#,#bakbak#
#balbal#,#balbal#
#bales#,#ballo#
#batux#,#batu#
#batux#,#batu#
#bituʔen#,#bittuːan#
#bituʔen#,#bituwon#
#beŋbeŋ#,#boŋboŋ#
#beŋbeŋ#,#boŋboŋ#
#bunabun#,#bunbun#
#buaʔ#,#buwa#
#buʔaja#,#buaja#
#baju#,#baju#
#bilaŋ#,#bilaŋ#
#bedʒbedʒ#,#bobod#
#buled#,#bulud#
#buhet#,#buwot#
#buŋa#,#buŋa#
#bedʒbedʒ#,#boːbod#
#buluʔ#,#buːlu#
#buled#,#buːlud#
#buŋa#,#buːŋa#
#daŋdaŋ#,#dadaŋ#
#dalajap#,#dalajap#
#dalem#,#dalom#
#dapa#,#dapa#
#daŋdaŋ#,#daŋdaŋ#
#dekdek#,#dokdok#
#demdem#,#domdom#
#depah#,#dopa#
#depah#,#dopa#
#zalan#,#dalan#
#daja#,#daja#
#dilaʔ#,#dila#
#zalan#,#daːlan#
#dalem#,#daːlom#
#dilaʔ#,#diːla#
#ɡemɡem#,#ɡomɡom#
#sabsab#,#habhab#
#si#,#hi#
#si#,#hi#
#sedʒep#,#hoɡop#
#suksuk#,#hukhuk#
#saleŋ#,#haloŋ#
#sikux#,#hiku#
#sipit#,#hipit#
#saleŋ#,#haːloŋ#
#sipit#,#hiːpit#
#sikux#,#hiːʔu#
#sibu#,#ihbu#
#ina#,#ina#
#ʔinep#,#inop#
#iŋepis#,#iŋpi#
#iŋpis#,#iŋpi#
#iŋepis#,#inpi#
#iŋpis#,#inpi#
#karut#,#kalut#
#kaen#,#kan#
#kawajan#,#kawajan#
#kaŋkaŋ#,#kaŋkaŋ#
#kezem#,#kodom#
#kali#,#kali#
#kawit#,#kawit#
#kiaw#,#kiːaw#
#lasuʔ#,#lahu#
#laŋesi#,#laŋhi#
#laŋsi#,#laŋhi#
#lima#,#lema#
#likud#,#likod#
#lima#,#lima#
#litlit#,#litlit#
#litlit#,#litlit#
#lemlem#,#lomlom#
#laŋaw#,#laŋaw#
#laŋaw#,#laŋo#
#laŋaw#,#laŋaw#
#luludʒ#,#luluɡ#
#lasuʔ#,#laːhu#
#lapaʔ#,#laːpa#
#luludʒ#,#luːluɡ#
#manuk#,#manuʔ#
#manuk#,#manok#
#nemnem#,#nomnom#
#esa#,#oha#
#esa#,#oha#
#enem#,#onom#
#palu#,#pallu#
#pariuk#,#paljuk#
#pikuʔ#,#piku#
#pitpit#,#pitpit#
#pitu#,#pitu#
#pitu#,#pitu#
#padʒaj#,#paɡe#
#pasek#,#pahok#
#panaʔ#,#pana#
#piliʔ#,#pili#
#putun#,#putul#
#putun#,#puːtul#
#tibuk#,#tibuk#
#tiktik#,#tiktik#
#tiktik#,#tiktik#
#tuzuʔ#,#tudu#
#tuktuk#,#tuktuk#
#telu#,#tulu#
#telu#,#tulu#
#tutuh#,#tutu#
#takut#,#takut#
#timidʒ#,#timid#
#tubah#,#tuba#
#tuduʔ#,#tudu#
#tukud#,#tukud#
#tubah#,#tuːba#
#tuduʔ#,#tuːdu#
#ʔudaŋ#,#udaŋ#
#ʔumah#,#uma#
#ʔuaj#,#uwaj#
#ʔuaj#,#uwaj#
#ʔuaj#,#uwe#
#walu#,#walu#
#witiwit#,#witiwit#
#ʔaɲud#,#anud#
#asu#,#ahu#
#alaʔ#,#ala#
#ʔataʔ#,#ata#
#ian#,#ian#
#ʔidus#,#idu#
#ʔidus#,#iduh#
#ina#,#ina#
#ʔipit#,#ipit#
#ulaw#,#ulaw#
#ʔules#,#ulo#
#ʔuledʒ#,#uloɡ#
#ʔuluh#,#ulu#
#ʔuman#,#uman#
#utaʔ#,#uta#
#ʔuaŋ#,#uwaŋ#
#alaʔ#,#aːla#
#ʔaɲud#,#aːnud#
#ŋabŋab#,#ŋabŋab#
#ŋalŋal#,#ŋalŋal#
#ŋaŋa#,#ŋaŋa#
#ŋadʒan#,#ŋadan#
#ŋadʒan#,#ŋaːdan#
