input,output
#bakbak#,#bakbak#
#baleŋ#,#baləŋ#
#baseʔ#,#basa#
#batux#,#batu#
#bunabun#,#bunubun#
#buʔaja#,#buwaja#
#buhet#,#buwət#
#babuj#,#babuj#
#bahi#,#bai#
#bales#,#baləs#
#bilaŋ#,#bilaŋ#
#bedʒbedʒ#,#bədbəd#
#betak#,#bətak#
#dakep#,#dakəp#
#zalan#,#dalan#
#dalem#,#daləm#
#daja#,#daja#
#dilaʔ#,#dila#
#depah#,#dəpa#
#ɡajaŋ#,#ɡajaŋ#
#ɡuŋɡuŋ#,#ɡuŋɡuŋ#
#ɡuŋɡuŋ#,#ɡuŋuɡuŋ#
#ɡemɡem#,#ɡəmɡəm#
#kawajan#,#kawajan#
#kakak#,#kakak#
#kawit#,#kawit#
#kezem#,#kədəm#
#keret#,#kələt#
#laplap#,#laplap#
#likaw#,#likaw#
#lima#,#lima#
#likud#,#likud#
#lemlem#,#ləmləm#
#manuk#,#manuk#
#mulmul#,#mulmul#
#mula#,#mula#
#pakpak#,#pakpak#
#paŋa#,#paŋa#
#pidʒpidʒ#,#pidpid#
#pikuʔ#,#piku#
#pitpit#,#pitpit#
#pitu#,#pitu#
#padʒaj#,#paɡəj#
#paliʔ#,#pali#
#puluʔ#,#pulu#
#putun#,#putul#
#pedped#,#pədpəd#
#pespes#,#pəspəs#
#saksak#,#saksak#
#si#,#si#
#sipsip#,#sipsip#
#suksuk#,#suksuk#
#supsup#,#supsup#
#saleŋ#,#saləŋ#
#sikux#,#siku#
#sipit#,#sipit#
#sukud#,#sukud#
#selsel#,#səlsəl#
#tastas#,#tastas#
#tiktik#,#tiktik#
#tiktik#,#tiktik#
#tuzuʔ#,#tudu#
#tuktuk#,#tuktuk#
#tuktuk#,#tuktuk#
#telu#,#tulu#
#tapus#,#tapus#
#tuduʔ#,#tudu#
#tukud#,#tukud#
#tutuh#,#tutu#
#tebek#,#təbək#
#tektek#,#təktək#
#teneb#,#tənəb#
#walu#,#walu#
#witiwit#,#witiwit#
#ŋabŋab#,#ŋabŋab#
#ŋaŋa#,#ŋaŋa#
#ŋadʒan#,#ŋadan#
#ŋesŋes#,#ŋəsŋəs#
#ʔabu#,#ʔabu#
#adi#,#ʔadi#
#ʔazi#,#ʔadi#
#amax#,#ʔama#
#amin#,#ʔamin#
#ʔanup#,#ʔanup#
#ʔapid#,#ʔapid#
#apu#,#ʔapu#
#ʔasawa#,#ʔasawa#
#ʔipiŋ#,#ʔipiŋ#
#ian#,#ʔijan#
#ʔudaŋ#,#ʔudaŋ#
#ʔuaj#,#ʔuwəj#
#ʔalad#,#ʔalad#
#amax#,#ʔama#
#ʔaɲud#,#ʔanud#
#apu#,#ʔapu#
#asu#,#ʔasu#
#ʔidus#,#ʔidus#
#ina#,#ʔina#
#ʔipit#,#ʔipit#
#ulaw#,#ʔulaw#
#ʔuluh#,#ʔulu#
#ʔuledʒ#,#ʔuləɡ#
#ʔumah#,#ʔuma#
#utaʔ#,#ʔuta#
#ʔemʔem#,#ʔəmʔəm#
#enem#,#ʔənəm#
#esa#,#ʔəsa#
