input,output
#abaj#,#abaj#
#abuluj#,#aboloj#
#araj#,#adej#
#araj#,#arej#
#haɡekes#,#aʔket#
#haɡkes#,#aʔket#
#baɡaj#,#baɡaj#
#baʔuʔu#,#bakoko#
#balat#,#balat#
#banaba#,#banaba#
#batiŋtiŋ#,#batiŋtiŋ#
#bajaʔ#,#baja#
#bajbaj#,#bajbaj#
#baŋeluh#,#baŋlo#
#baŋluh#,#baŋlo#
#biɡelaʔ#,#biɡla#
#biɡlaʔ#,#biɡla#
#bilas#,#bilas#
#bilaŋ#,#bilaŋ#
#budbud#,#bodbod#
#buŋbuŋ#,#boŋboŋ#
#butandiŋ#,#butandiŋ#
#dada#,#dada#
#daliʔ#,#dalik#
#dalit#,#dalit#
#dapak#,#dapak#
#dapat#,#dapat#
#dapu#,#dapo#
#daju#,#dajo#
#daŋaw#,#daŋaw#
#dilis#,#dilis#
#duduj#,#dodoj#
#duldul#,#doldol#
#dujan#,#dojan#
#ʔebʔeb#,#ebeb#
#ɡalaŋ#,#ɡalaŋ#
#ɡapas#,#ɡapas#
#ɡatuŋ#,#ɡatoŋ#
#ɡaŋa#,#ɡaŋa#
#ɡujud#,#ɡojod#
#ibus#,#ibos#
#irap#,#ilap#
#hilut#,#ilot#
#impas#,#impas#
#idau#,#iraw#
#hitaʔ#,#itak#
#ʔa#,#ka#
#ʔalibun#,#kalibon#
#kamandaɡ#,#kamandaɡ#
#ʔiduʔ#,#kiro#
#kulintas#,#kolintat#
#kupas#,#kopas#
#kurit#,#korit#
#labaw#,#labaw#
#lamaŋ#,#lamaŋ#
#lambanuɡ#,#lambanoɡ#
#lambedʒ#,#lambed#
#labedʒ#,#lambed#
#lambuŋ#,#lamboŋ#
#lapus#,#lapot#
#lawaj#,#lawaj#
#rawis#,#lawit#
#libeɡ#,#libeɡ#
#liʔed#,#liked#
#linawa#,#linawa#
#luhud#,#lod#
#lukesaʔ#,#loksa#
#luksaʔ#,#loksa#
#lumaʔ#,#loma#
#lumaj#,#lomaj#
#luŋebuj#,#lomboj#
#luŋbuj#,#lomboj#
#lumun#,#lomon#
#lundaj#,#londaj#
#lunu#,#lono#
#lupiŋ#,#lopiŋpiŋ#
#libat#,#libat#
#lipeŋ#,#lipeŋ#
#man#,#man#
#maja#,#maja#
#nana#,#nana#
#upaw#,#opaw#
#ujaw#,#ojaw#
#uŋut#,#oŋot#
#palpal#,#palpal#
#tulduʔ#,#panoldok#
#papaɡ#,#papaɡ#
#paspas#,#paspas#
#pati#,#pati#
#paŋah#,#paŋa#
#pintas#,#pintas#
#pulaw#,#polaw#
#pudʒuʔ#,#poro#
#pusit#,#posit#
#rawis#,#rawit#
#siam#,#siam#
#sibukaw#,#sibokaw#
#taɡek#,#taɡek#
#takes#,#taket#
#talinum#,#talinom#
#tanan#,#tanan#
#tanud#,#tanod#
#tajaw#,#tajaw#
#taŋkal#,#taŋkal#
#taŋkuŋ#,#taŋkoŋ#
#taʔenaj#,#taʔnaj#
#taʔnaj#,#taʔnaj#
#taʔepaw#,#taʔpaw#
#taʔpaw#,#taʔpaw#
#tebel#,#tebel#
#tekeb#,#tekeb#
#tenek#,#tenek#
#subeliʔ#,#tobli#
#subliʔ#,#tobli#
#tubul#,#tobol#
#tulaj#,#tolaj#
#tulduʔ#,#toldok#
#tutuj#,#totoj#
#suŋaw#,#toŋaw#
#wali#,#wali#
#ŋani#,#ŋani#
