input,output
#bakehaw#,#bakaw#
#bakul#,#bakul#
#bala#,#bala#
#banban#,#banban#
#baras#,#baras#
#bacak#,#basak#
#baŋbaŋ#,#baŋbaŋ#
#beken#,#beken#
#balanak#,#belanak#
#beluj#,#beloj#
#benes#,#benes#
#bentut#,#betut#
#buɡis#,#buɡis#
#buhis#,#buis#
#bukaʔ#,#bukaʔ#
#bulaŋ#,#bulaŋ#
#buriŋ#,#buriŋ#
#budiŋ#,#buriŋ#
#bulud#,#burur#
#butiti#,#butiti#
#buŋkal#,#buŋkal#
#dalu#,#dalew#
#daŋanan#,#daŋanan#
#paku#,#faɡew#
#palapaʔ#,#falaʔfa#
#paliʔ#,#faliʔ#
#pantad#,#fantad#
#pantaj#,#fantaj#
#pajaʔ#,#fajaʔ#
#paju#,#faju#
#pajuŋ#,#fajuŋ#
#paŋat#,#faŋat#
#paʔit#,#faʔit#
#pariaʔ#,#ferijaʔ#
#pisa#,#finsa#
#pisaʔ#,#fisaʔ#
#picek#,#fisek#
#pitpit#,#fitfit#
#pukas#,#fukas#
#pulipis#,#fulifis#
#puliʔ#,#fuliʔ#
#punzut#,#furut#
#puzut#,#furut#
#ɡamak#,#ɡamak#
#ɡanti#,#ɡanti#
#ɡateʔ#,#ɡataʔ#
#ɡeraʔ#,#ɡeraʔ#
#ɡujud#,#ɡujud#
#kadaʔdaʔ#,#kadaʔdaʔ#
#kapuk#,#kafuk#
#kawaʔ#,#kawaʔ#
#kawiŋ#,#kawiŋ#
#kebel#,#kebel#
#kepel#,#kefel#
#kepuʔ#,#kefoʔ#
#kanuʔus#,#kenuwes#
#ketas#,#ketas#
#keti#,#keti#
#kidaj#,#kilaj#
#kiraj#,#kilaj#
#kidam#,#kirom#
#kicek#,#kisek#
#kitek#,#kitek#
#kujuŋ#,#kujuŋ#
#labuʔ#,#labuʔ#
#lawaŋ#,#lawaŋ#
#lahuk#,#lawek#
#labuʔ#,#lawuʔ#
#lajaŋ#,#lajaŋ#
#lepas#,#lefas#
#lepuʔ#,#lefoʔ#
#lemu#,#lemu#
#letak#,#letak#
#letiʔ#,#leteʔ#
#leŋkeb#,#leŋkeb#
#libas#,#libos#
#liŋɡis#,#liɡis#
#liɡis#,#liɡis#
#liwet#,#liwet#
#liad#,#lijad#
#likup#,#liŋkuf#
#lawas#,#lowoh#
#laŋuj#,#loŋuj#
#luŋkuʔ#,#lukuʔ#
#lukuʔ#,#lukuʔ#
#lukuʔ#,#lukuʔ#
#luŋun#,#luŋun#
#raŋsuk#,#rahuk#
#rasuk#,#rahuk#
#raŋkep#,#raŋkef#
#riŋkit#,#rikit#
#rikit#,#rikit#
#sapaʔ#,#safaʔ#
#salin#,#salin#
#candur#,#sandur#
#sawaliʔ#,#sawaliʔ#
#saŋkuŋ#,#saŋkuŋ#
#sakuŋ#,#saŋkuŋ#
#sepak#,#sefak#
#sapeled#,#sefeled#
#seput#,#sefut#
#selat#,#selat#
#sedsed#,#sesed#
#seŋeʔaw#,#seŋow#
#seŋʔaw#,#seŋow#
#siaʔ#,#siaʔ#
#simpuk#,#simfuk#
#siŋkeb#,#siŋkeb#
#sikeb#,#siŋkeb#
#suliŋ#,#suliŋ#
#sumbaŋ#,#sumbaŋ#
#suŋkuŋ#,#suŋkuŋ#
#sukuŋ#,#suŋkuŋ#
#suŋsuŋ#,#suŋsuŋ#
#taman#,#taman#
#tadu#,#tarew#
#taŋɡap#,#taŋɡaf#
#taŋkis#,#taŋkis#
#tendem#,#tedem#
#tedem#,#tedem#
#tendem#,#tedem#
#teŋteŋ#,#teŋteŋ#
#tikup#,#tikuf#
#tikur#,#tikur#
#tunas#,#tunoh#
#tuŋaw#,#tuŋow#
#tuŋtuŋ#,#tuŋtuŋ#
#bali#,#walej#
#azuʔ#,#ʔaduʔ#
#alub#,#ʔalub#
#amaʔ#,#ʔamaʔ#
#ambet#,#ʔambet#
#alud#,#ʔarur#
#ataɡ#,#ʔataɡ#
#hataʔ#,#ʔataʔ#
#ʔajam#,#ʔajam#
#ebuʔ#,#ʔeboʔ#
#ʔeled#,#ʔeled#
#ʔeraŋ#,#ʔeraŋ#
#erak#,#ʔerok#
#eŋeŋ#,#ʔeŋeŋ#
#inem#,#ʔinem#
#ʔalat#,#ʔolot#
#hupak#,#ʔufak#
#ʔutas#,#ʔutoh#
#uit#,#ʔuwit#
