input,output
#ʔabut#,#abot#
#abuluj#,#abuloj#
#aɡum#,#aɡom#
#weswes#,#aliwuswos#
#antabaj#,#antabaj#
#araj#,#araj#
#ʔasud#,#asod#
#ʔatipulu#,#atipulo#
#ajaw#,#ajaw#
#ʔaŋetedʒ#,#aŋtod#
#ʔaŋtedʒ#,#aŋtod#
#baketin#,#baktin#
#baliketad#,#baliktad#
#baleɲaw#,#balnaw#
#balɲaw#,#balnaw#
#balaw#,#balaw#
#balaʔih#,#balaji#
#balitiʔ#,#balitiʔ#
#banaba#,#banaba#
#bani#,#bani#
#banesaɡ#,#bansaɡ#
#bansaɡ#,#bansaɡ#
#banuit#,#banwit#
#barakilan#,#barakilan#
#bajbaj#,#bajbaj#
#baŋus#,#baŋos#
#baʔuɡ#,#baʔoɡ#
#baʔuʔu#,#baʔoʔo#
#biɡelaʔ#,#biɡlaʔ#
#biɡlaʔ#,#biɡlaʔ#
#bilas#,#bilas#
#bitin#,#bitin#
#buɡeris#,#buɡris#
#buɡris#,#buɡris#
#bukelad#,#buklad#
#buklad#,#buklad#
#buketut#,#buktot#
#buktut#,#buktot#
#bulalakaw#,#bulalakaw#
#bulbul#,#bulbol#
#bulediŋ#,#buldiŋ#
#buldiŋ#,#buldiŋ#
#buniaɡ#,#bunjaɡ#
#burudʒ#,#burod#
#busiʔ#,#busiʔ#
#butandiŋ#,#butandiŋ#
#butikiʔ#,#butikiʔ#
#buŋuran#,#buŋuran#
#buŋaŋaʔ#,#buŋaŋaʔ#
#buŋiʔ#,#buŋiʔ#
#buŋuʔ#,#buŋoʔ#
#buʔel#,#buʔol#
#babad#,#babad#
#bakaŋ#,#bakaŋ#
#bakaʔ#,#bakaʔ#
#balat#,#balat#
#bali#,#bali#
#basi#,#basi#
#basul#,#basol#
#beseʔel#,#basol#
#besʔel#,#basol#
#bitaj#,#bitaj#
#buŋaw#,#buŋaw#
#dakel#,#dakol#
#dalupaniʔ#,#dalupaniʔ#
#dalaɡan#,#dalaɡan#
#dalisaj#,#dalisaj#
#dalupaŋ#,#dalupaŋ#
#danaʔ#,#danaʔ#
#dawa#,#dawa#
#dajaŋdaŋ#,#dajaŋdaŋ#
#duɡemun#,#duɡmon#
#duɡmun#,#duɡmon#
#dukduk#,#dukdok#
#dulem#,#dulom#
#daɡus#,#daɡos#
#dapat#,#dapat#
#dilis#,#dilis#
#ditaʔ#,#ditaʔ#
#dulut#,#dulut#
#dudun#,#duron#
#dujan#,#dujan#
#ɡajak#,#ɡajak#
#ɡapas#,#ɡapas#
#ɡasaŋ#,#ɡasaŋ#
#ɡaʔud#,#ɡaʔod#
#ɡilidʒ#,#ɡilid#
#ɡuɡuʔ#,#ɡuɡoʔ#
#habel#,#habol#
#haɡekes#,#haɡkos#
#haɡkes#,#haɡkos#
#hambuɡ#,#hamboɡ#
#hampak#,#hampak#
#hesek#,#hasok#
#haŋut#,#haŋot#
#hiɡepit#,#hiɡpit#
#hiɡpit#,#hiɡpit#
#hiɡut#,#hiɡot#
#hilaw#,#hilaw#
#hubad#,#hubad#
#huɲat#,#hunat#
#hapun#,#hapon#
