input,output
#baŋaʔ#,#baŋaʔ#
#bulbul#,#bombul#
#beŋet#,#boŋot#
#bulinaw#,#bulinow#
#baʔuʔu#,#buʔu#
#dabuŋ#,#dabuŋ#
#daliʔ#,#daliʔ#
#daŋaw#,#daŋow#
#dilis#,#dilis#
#diʔ#,#diʔ#
#labat#,#dlabat#
#atubaŋ#,#ɡatbaŋ#
#aŋas#,#ɡaŋas#
#ituʔ#,#ɡituʔ#
#labat#,#ɡlabat#
#luhenaw#,#ɡlunow#
#luhnaw#,#ɡlunow#
#hulas#,#ɡulas#
#kemet#,#komot#
#lamaj#,#lamaj#
#lanut#,#lanut#
#sapsap#,#sapsap#
#siam#,#siam#
#sedaʔ#,#sodaʔ#
#tapiʔ#,#tapiʔ#
#tineʔaw#,#tinow#
#tinʔaw#,#tinow#
#tuliŋan#,#tuliŋan#
