input,output
#ʔazaj#,#ade#
#kaput#,#ahu#
#ʔataj#,#ase#
#kahiw#,#au#
#bukbuk#,#bubu#
#buna#,#buna#
#bunut#,#bunu#
#pudul#,#buru#
#sakaj#,#dae#
#zalan#,#dala#
#susuʔ#,#dudu#
#suli#,#dui#
#kupkup#,#ɡuɡu#
#ɡuru#,#ɡuru#
#ba#,#ha#
#banua#,#hanua#
#pintik#,#hisi#
#pitik#,#hisi#
#beli#,#hoi#
#buaʔ#,#hua#
#bulan#,#hua#
#buʔaja#,#huala#
#bulu#,#hui#
#puket#,#huo#
#ina#,#ina#
#ʔina#,#ina#
#kaŋ#,#ka#
#kapit#,#kahi#
#kikit#,#kiki#
#hasaŋ#,#lada#
#ladʒih#,#ladi#
#hapuj#,#lahi#
#laŋit#,#lai#
#haŋin#,#lai#
#aja#,#lala#
#dalem#,#lalo#
#laŋaw#,#lao#
#lakaw#,#lao#
#lambak#,#lapa#
#labak#,#lapa#
#ati#,#lasi#
#atas#,#lata#
#mai#,#mai#
#malem#,#malo#
#mama#,#mama#
#mamaʔ#,#mama#
#mamin#,#mami#
#manuk#,#manu#
#mata#,#mata#
#mekmek#,#momo#
#na#,#na#
#nepuʔ#,#nohu#
#hetek#,#oto#
#pantar#,#pata#
#patar#,#pata#
#bitik#,#pisi#
#picik#,#pisipisi#
#daŋkeʔ#,#rako#
#danum#,#ranu#
#dahun#,#rau#
#duha#,#rua#
#dujuŋ#,#rui#
#tasik#,#tadi#
#talih#,#tai#
#taŋis#,#tai#
#taliŋa#,#taia#
#tales#,#talo#
#taneʔ#,#tano#
#taŋkep#,#tao#
#takep#,#tao#
#tau#,#tau#
#teked#,#to#
#tebuh#,#tohu#
#tubuʔ#,#tubu#
#tumbuʔ#,#tubu#
#tutuŋ#,#tutu#
#ʔutan#,#uda#
#usuʔ#,#udu#
#ʔuma#,#uma#
#ʔuhenap#,#una#
#kutu#,#utu#
#kabut#,#ǥahu#
