input,output
#beli#,#ammalli#
#panaʔ#,#ammana#
#ʔemʔem#,#ammaŋ#
#apu#,#ampu#
#enem#,#annaŋ#
#asu#,#asu#
#ʔetut#,#attuʔ#
#ʔabu#,#au#
#aja#,#aja#
#buŋa#,#aʔbuŋa#
#bakuŋ#,#bakuŋ#
#bales#,#balasaʔ#
#balaŋa#,#balaŋa#
#belaʔ#,#balla#
#beli#,#balli#
#baseʔ#,#basa#
#batux#,#batu#
#balbal#,#baʔbalaʔ#
#basbas#,#baʔbasaʔ#
#bakbak#,#baʔbaʔ#
#bedʒbedʒ#,#baʔbaʔ#
#bilaŋ#,#bilaŋ#
#bituʔen#,#bintuŋ#
#buaʔ#,#bua#
#buʔaja#,#buadʒa#
#bukidʒ#,#bukeʔ#
#buluʔ#,#bulo#
#buled#,#buluʔ#
#bubu#,#buwu#
#buŋa#,#buŋa#
#ɡajaŋ#,#ɡajaŋ#
#ɡemɡem#,#ɡaŋɡaŋ#
#ia#,#ia#
#ina#,#ina#
#ʔipit#,#ipiʔ#
#kelem#,#kallaŋ#
#kedi#,#kedi#
#keŋkeŋ#,#keŋkeŋ#
#kidiʔ#,#kidi#
#kuŋkuŋ#,#koŋkoŋ#
#kukuŋ#,#koŋkoŋ#
#dalem#,#lalaŋ#
#lahud#,#lauʔ#
#dilaʔ#,#lila#
#lima#,#lima#
#nadʒam#,#naraŋ#
#ʔuluh#,#olo#
#ʔuledʒ#,#oloʔ#
#paheku#,#paku#
#panaʔ#,#pana#
#padʒaj#,#pare#
#pasu#,#pasu#
#peɲu#,#paɲɲu#
#ʔapucuk#,#pucuʔ#
#dakep#,#rakaʔ#
#depah#,#rappa#
#daŋdaŋ#,#raraŋ#
#di#,#ri#
#sapaj#,#sampe#
#sapaw#,#sapo#
#sikux#,#siku#
#sipit#,#sipiʔ#
#susu#,#susu#
#telu#,#tallu#
#tenun#,#tannuŋ#
#tapus#,#tappusuʔ#
#tubah#,#tua#
#ʔuluh#,#ulu#
