input,output
#anak#,#anak#
#ʔasu#,#asu#
#ʔataj#,#ataj#
#banua#,#banwa#
#baseʔ#,#basaʔ#
#batu#,#batu#
#bili#,#bili#
#bitik#,#bitik#
#bubun#,#bubun#
#buhek#,#buhuk#
#buhek#,#buhuk#
#bukal#,#bukal#
#buŋkas#,#bukas#
#bukas#,#bukas#
#bekaʔ#,#bukaʔ#
#bukuh#,#buku#
#buŋkul#,#bukul#
#budʒeʔ#,#bulaʔ#
#buliʔ#,#buliʔ#
#buluŋ#,#buluŋ#
#bunut#,#bunut#
#beŋel#,#buŋul#
#buʔaja#,#buʔaja#
#bahuʔ#,#bahoʔ#
#baŋun#,#baŋun#
#binehiʔ#,#binhiʔ#
#biseʔak#,#bisʔak#
#bitbit#,#bitbit#
#buhat#,#buhat#
#bukbuk#,#bukbuk#
#bulan#,#bulan#
#busbus#,#busbus#
#buŋa#,#buŋa#
#duha#,#duha#
#dahun#,#dahun#
#zalan#,#dalan#
#daʔan#,#daʔan#
#dilaʔ#,#dilaʔ#
#diŋdiŋ#,#diŋdiŋ#
#dekdek#,#dukduk#
#hadʒek#,#haluk#
#hapin#,#hapin#
#hiɲaw#,#hinaw#
#hezam#,#hulam#
#hemaj#,#humaj#
#huni#,#huni#
#hunus#,#hunus#
#hejaʔ#,#hujaʔ#
#hejup#,#hujup#
#hakut#,#hakut#
#halin#,#halin#
#ʔahelu#,#halʔu#
#handem#,#handum#
#hapedʒiʔ#,#hapdiʔ#
#hawak#,#hawak#
#haŋin#,#haŋin#
#hulidʒ#,#hulid#
#hunus#,#hunus#
#hujeʔab#,#hujʔab#
#heʔe#,#huʔu#
#ilah#,#ila#
#inum#,#inum#
#ʔitem#,#itum#
#ka#,#ka#
#kilat#,#kilat#
#kukuh#,#kuku#
#kahiw#,#kahuj#
#kawaj#,#kawaj#
#lamuk#,#lamuk#
#leput#,#luput#
#rutas#,#lutas#
#luas#,#luwas#
#lawaʔ#,#lawaʔ#
#laŋaw#,#laŋaw#
#laŋit#,#laŋit#
#luheʔ#,#luhaʔ#
#lumut#,#lumut#
#manuk#,#manuk#
#mata#,#mata#
#na#,#na#
#niwaŋ#,#niwaŋ#
#paʔit#,#paʔit#
#pikit#,#pikit#
#putiʔ#,#putiʔ#
#puʔun#,#punuʔ#
#pusedʒ#,#pusud#
#pusuʔ#,#pusuʔ#
#puʔas#,#puʔas#
#sakit#,#sakit#
#salaʔ#,#salaʔ#
#saŋa#,#saŋa#
#suluʔ#,#suluʔ#
#siɡa#,#siɡa#
#tahiʔ#,#tahiʔ#
#tamiŋ#,#tamiŋ#
#tanem#,#tanum#
#tian#,#tijan#
#tebuh#,#tubu#
#teken#,#tukun#
#tuaj#,#tuwaj#
#teŋaʔ#,#tuŋaʔ#
#tamaʔ#,#tamaʔ#
#tambar#,#tambal#
#tau#,#tawu#
#taŋis#,#taŋis#
#atas#,#taʔas#
#titiʔ#,#titiʔ#
#tuhud#,#tuhud#
#tuʔelan#,#tulʔan#
#ʔuzan#,#ulan#
#ʔuŋal#,#uŋal#
#ʔanih#,#ani#
#ida#,#ila#
#imu#,#imu#
#ʔipit#,#ipit#
#ŋadʒan#,#ŋalan#
