input,output
#aliʔ#,#al#
#hasaʔ#,#asa#
#ʔasu#,#asu#
#hapuj#,#av#
#kasaw#,#ɡaso#
#kima#,#ɡima#
#kelas#,#ɡor#
#ʔi#,#i#
#hikan#,#iɡa#
#ilaw#,#ilo#
#ʔio#,#io#
#ida#,#ira#
#ka#,#ka#
#kalu#,#kal#
#kahu#,#ko#
#kekkek#,#koko#
#kekek#,#koko#
#kebkeb#,#koko#
#ɡetes#,#koto#
#lakadʒ#,#laka#
#lalak#,#lala#
#ladʒi#,#las#
#laŋaw#,#laŋo#
#liaŋ#,#lia#
#lisehaʔ#,#lisa#
#liseʔah#,#lisa#
#aluten#,#lito#
#lem#,#lo#
#luaʔ#,#lua#
#malaŋ#,#mala#
#mama#,#mama#
#manuk#,#manu#
#ɲamuk#,#nam#
#nanaʔ#,#nana#
#ɲatuʔ#,#natu#
#ba#,#pa#
#palaŋ#,#palaŋ#
#biluk#,#pilu#
#biluk#,#piluɡ#
#pispis#,#pipis#
#bukuh#,#puɡiu#
#punas#,#pun#
#busaw#,#ʔus#
#daŋdaŋ#,#rara#
#dikiʔ#,#riɡ#
#duha#,#rua#
#sakup#,#sak#
#zauʔ#,#sau#
#sapa#,#sava#
#saŋa#,#saŋa#
#sikek#,#siɡo#
#simpaŋ#,#sipa#
#suli#,#suliu#
#taʔaj#,#tae#
#talih#,#tali#
#taneʔ#,#tano#
#tasik#,#tas#
#taʔun#,#tau#
#tabuʔ#,#tav#
#tabun#,#tavun#
#tawan#,#tawan#
#taŋis#,#taŋi#
#tindaw#,#tiro#
#tekas#,#toɡa#
#tebuh#,#tou#
#tuli#,#tul#
#tunu#,#tun#
#ʔuledʒ#,#ulo#
#ʔumun#,#um#
#ʔumaj#,#ume#
#ʔuma#,#umwa#
#ʔuʔus#,#us#
#utus#,#ut#
#ʔutan#,#uta#
#ʔutud#,#utu#
#ba#,#va#
#baliw#,#val#
#balu#,#valu#
#panaw#,#van#
#banua#,#vanua#
#para#,#vara#
#baʔbaʔ#,#vava#
#pirit#,#vir#
#pintik#,#vitiɡ#
#pitik#,#vitiɡ#
#bulan#,#vula#
#buni#,#vun#
#budaʔ#,#vura#
#butun#,#vutu#
#pia#,#wia#
#biliŋ#,#wil#
#beli#,#wol#
#betu#,#wot#
#peta#,#wota#
#betak#,#wota#
#budaʔ#,#wura#
#kutu#,#wut#
