input,output
#bales#,#ablas#
#ʔabu#,#abu#
#aku#,#aku#
#amin#,#amin#
#ʔanibuŋ#,#aniboŋ#
#enem#,#anam#
#peceʔ#,#apsaʔ#
#apu#,#apu#
#ʔasawa#,#asawa#
#telu#,#atlu#
#ʔaɲud#,#aɲud#
#balaŋa#,#balaŋaʔ#
#batux#,#batu#
#bitbit#,#bitbit#
#babaw#,#babo#
#badʒaʔ#,#balaʔ#
#bilaŋ#,#bilaŋ#
#budʒeʔ#,#bulaʔ#
#buluʔ#,#buluʔ#
#buŋa#,#buŋa#
#zawa#,#dawa#
#zalan#,#dalan#
#dilaʔ#,#dilaʔ#
#ɡiŋɡiŋ#,#ɡiŋɡiŋ#
#iŋepis#,#impis#
#iŋpis#,#impis#
#kabit#,#kabit#
#kawajan#,#kawajan#
#kawajan#,#kwajan#
#kilala#,#kilala#
#kapit#,#kapit#
#kuden#,#kuran#
#labiʔ#,#labiʔ#
#lima#,#lima#
#luludʒ#,#lulud#
#manuk#,#manuk#
#pa#,#pa#
#pakpak#,#pakpak#
#panaʔ#,#pana#
#pitu#,#pitu#
#pitu#,#pito#
#padʒaj#,#pale#
#puki#,#puki#
#seksek#,#saksak#
#sikux#,#siko#
#susu#,#susu#
#takep#,#takap#
#tekep#,#takap#
#tata#,#tata#
#tuktuk#,#tuktuk#
#tuduʔ#,#tulu#
#tuzuʔ#,#turuʔ#
#takut#,#takut#
#ua#,#wa#
#waraj#,#walaj#
#walu#,#walu#
#apu#,#apu#
#asu#,#asu#
#ʔuledʒ#,#ulad#
#ŋusuʔ#,#ŋusuʔ#
