input,output
#a#,#a#
#hapen#,#afo#
#ʔasu#,#ahu#
#ʔanitu#,#aitu#
#ʔataj#,#ate#
#atu#,#atu#
#ʔatuan#,#atua#
#ʔatulaj#,#atule#
#haŋin#,#aŋi#
#panaw#,#fano#
#bitik#,#fiti#
#peɲu#,#fonu#
#buhat#,#fua#
#buaʔ#,#fua#
#butbut#,#fufu#
#buka#,#fuke#
#puliŋ#,#fuli#
#bulu#,#fulu#
#butun#,#futu#
#paʔa#,#faː#
#sai#,#hai#
#zaʔit#,#hai#
#sakaj#,#hake#
#zalan#,#hala#
#salaʔ#,#hala#
#simpa#,#hipa#
#siwa#,#hiva#
#suŋkit#,#huki#
#suluʔ#,#hulu#
#surup#,#huː#
#ia#,#ia#
#ikaj#,#ike#
#irid#,#ili#
#kasaw#,#kaho#
#kiₐ#,#ki#
#kikit#,#kiki#
#kulit#,#kili#
#kupkup#,#kuku#
#kutu#,#kutu#
#kik#,#kiː#
#dalem#,#lalo#
#dahun#,#lau#
#laŋit#,#laŋi#
#limut#,#limu#
#liu#,#liu#
#lemiʔ#,#lomi#
#luaʔ#,#lua#
#daʔih#,#leː#
#madʒa#,#maha#
#mamaʔ#,#mama#
#manuk#,#manu#
#mata#,#mata#
#mimi#,#mimi#
#ɲamuk#,#namu#
#neknek#,#nono#
#ʔeti#,#oti#
#papan#,#papa#
#picik#,#pihipihi#
#pikit#,#piki#
#pilit#,#pili#
#bekbek#,#popo#
#bulat#,#pula#
#bulan#,#pula#
#buliʔ#,#pule#
#bulut#,#pulu#
#saet#,#sao#
#tasik#,#tahi#
#tales#,#talo#
#taʔun#,#tau#
#tawan#,#tava#
#taŋis#,#taŋi#
#talisaj#,#telie#
#tindaw#,#tio#
#tebiʔ#,#tofi#
#teken#,#toko#
#teli#,#tole#
#tusiʔ#,#tuhi#
#tumah#,#tuma#
#tuna#,#tuna#
#tunu#,#tunu#
#tubuʔ#,#tupu#
#tumbuʔ#,#tupu#
#taʔaj#,#teː#
#duha#,#ua#
#ʔubi#,#ufi#
#ʔuzan#,#uha#
#huj#,#ui#
#ʔulu#,#ulu#
#ʔumun#,#umu#
#ʔuhenap#,#una#
#ʔunus#,#unu#
#huɲus#,#unu#
#ʔutan#,#uta#
#udʒan#,#uta#
#ʔutun#,#utu#
#ŋurut#,#ŋulu#
#ŋulŋul#,#ŋuŋu#
#ŋek#,#ŋoː#
