input,output
#abala#,#abala#
#abuluj#,#aboloj#
#ʔabut#,#abot#
#aɡum#,#aɡom#
#ʔasud#,#ahod#
#haɡekes#,#akeh#
#haɡkes#,#akeh#
#ʔalis#,#alih#
#alilaʔ#,#alili#
#antabaj#,#antabaj#
#aperus#,#aploh#
#aprus#,#aploh#
#apat#,#apat#
#ataŋ#,#ataŋ#
#haʔewas#,#awah#
#haʔwas#,#awah#
#awaj#,#awaj#
#ajun#,#ajon#
#hajup#,#ajop#
#baɡaj#,#baɡaj#
#bahiʔ#,#bai#
#bakes#,#bake#
#balituk#,#balitok#
#banaba#,#banaba#
#banesaɡ#,#banhaɡ#
#bansaɡ#,#banhaɡ#
#baŋeluh#,#baŋoh#
#baŋluh#,#baŋoh#
#bilas#,#bilah#
#buɡetuŋ#,#boɡtoŋ#
#buɡtuŋ#,#boɡtoŋ#
#bukelid#,#boklid#
#buklid#,#boklid#
#buketut#,#boktot#
#buktut#,#boktot#
#buluɡ#,#boloɡ#
#burul#,#borol#
#butakal#,#botakal#
#butbut#,#botbot#
#buŋuʔ#,#boŋo#
#buŋuran#,#boŋolan#
#bakal#,#bakal#
#daɡaw#,#daɡaw#
#daliʔ#,#dali#
#dalukap#,#daokap#
#dapu#,#dapo#
#dajaw#,#dajaw#
#ditaʔ#,#dita#
#duluk#,#dolok#
#dulut#,#dolot#
#dunuŋ#,#donoŋ#
#etak#,#etak#
#ɡalamaj#,#ɡalamaj#
#ɡajat#,#ɡajat#
#ɡilidʒ#,#ɡilid#
#sabelek#,#habek#
#sablek#,#habek#
#saka#,#haka#
#saka#,#haka#
#salimbeŋ#,#halimbeŋ#
#sarut#,#halot#
#salujut#,#halojot#
#sapupu#,#hampopo#
#sapuʔ#,#hapu#
#saŋkap#,#haŋkap#
#sedsed#,#hedhed#
#siɡaŋ#,#hiɡaŋ#
#siluʔ#,#hilo#
#siluŋ#,#hiloŋ#
#sindul#,#hindol#
#sineʔek#,#hinʔek#
#sinʔek#,#hinʔek#
#sipet#,#hipet#
#sipiŋ#,#hipiŋ#
#sipeʔun#,#hipʔon#
#sipʔun#,#hipʔon#
#siŋaw#,#hiŋaw#
#siŋiʔ#,#hiŋi#
#siŋin#,#hiŋin#
#sulu#,#ho#
#subu#,#hobo#
#suka#,#hoka#
#suku#,#hoko#
#suʔelut#,#holot#
#suʔlut#,#holot#
#sumbuŋ#,#homboŋ#
#sumpuŋ#,#hompoŋ#
#suʔelut#,#hoot#
#suʔlut#,#hoot#
#suŋaj#,#hoŋaj#
#suŋit#,#hoŋit#
#hiɡepit#,#iɡpit#
#hiɡpit#,#iɡpit#
#hilab#,#ilab#
#ʔimun#,#imon#
#imut#,#imot#
#iŋɡit#,#iŋɡit#
#kalantas#,#kalantah#
#kapuj#,#kapej#
#kapus#,#kapoh#
#kati#,#kati#
#kajasakas#,#kajasakas#
#kebet#,#kebet#
#kibkib#,#kibkib#
#kiwih#,#kiwih#
#kupaŋ#,#kopaŋ#
#kupkup#,#kopkop#
#kutak#,#kotak#
#kutim#,#kotim#
#labaɡ#,#labaɡ#
#labas#,#labah#
#labis#,#labih#
#labenaw#,#labnaw#
#labnaw#,#labnaw#
#labus#,#laboh#
#labuŋ#,#laboŋ#
#laɡuʔ#,#laɡo#
#lakatan#,#lakatan#
#lampas#,#lampah#
#laplap#,#laplap#
#lawaj#,#lawaj#
#lebeŋ#,#lebeŋ#
#lepad#,#lepad#
#libak#,#libak#
#liɡetas#,#liɡtah#
#liɡtas#,#liɡtah#
#liklik#,#liklik#
#likup#,#likop#
#linis#,#linih#
#lipeŋ#,#lipeŋ#
#liput#,#lipot#
#lublub#,#loblob#
#lubus#,#loboh#
#lubut#,#lobot#
#lupis#,#lopih#
#luaŋ#,#lowaŋ#
#lujluj#,#lojloj#
#man#,#man#
#muhmuh#,#momo#
#uɡtu#,#oɡto#
#umah#,#oma#
#uɲat#,#onat#
#ules#,#oweh#
#uŋut#,#oŋot#
#paŋah#,#paŋah#
#peɡpeɡ#,#peɡpeɡ#
#piseŋi#,#piŋi#
#pisŋi#,#piŋi#
#pudpud#,#podpod#
#pusek#,#pohek#
#puselit#,#pohlit#
#puslit#,#pohlit#
#pukul#,#pokol#
#puŋan#,#poŋan#
#puŋus#,#poŋoh#
#sapad#,#sapal#
#talaɡa#,#talaɡa#
#tadek#,#talek#
#taliŋu#,#taliŋo#
#tarus#,#taloh#
#tambal#,#tambal#
#taŋebuʔ#,#tambo#
#taŋbuʔ#,#tambo#
#tandaʔ#,#tanda#
#taŋah#,#taŋah#
#taŋaj#,#taŋaj#
#taŋiliʔ#,#taŋili#
#taŋuʔ#,#taŋo#
#tepet#,#tepet#
#tikiʔ#,#tiki#
#tikis#,#tikih#
#tikelup#,#tiklop#
#tiklup#,#tiklop#
#tipun#,#tipon#
#tubul#,#tobol#
#tubaɡ#,#tobaɡ#
#tukaʔ#,#toka#
#turiʔ#,#toli#
#tundaʔ#,#tonda#
#tuŋel#,#toŋel#
#tuʔun#,#toʔon#
#waɡwaɡ#,#waɡwaɡ#
#wasaɡ#,#wahaɡ#
#waswas#,#wahwah#
#wakas#,#wakah#
#weswes#,#wehweh#
#wisik#,#wihik#
#jeɡjeɡ#,#jeɡjeɡ#
#ŋaʔŋaʔ#,#ŋaʔŋa#
