input,output
#asih#,#si#
#ʔalat#,#alat#
#ampik#,#ampik#
#ampuk#,#apok#
#ʔantatadu#,#atatado#
#ajaw#,#ajjaw#
#aŋkat#,#aŋkat#
#ʔaŋesedʒ#,#aŋseɡ#
#ʔaŋsedʒ#,#aŋseɡ#
#badʒbadʒ#,#baɡbaɡ#
#banban#,#banban#
#banuaj#,#banuaj#
#belekas#,#bekas#
#bikbik#,#bikbik#
#bilin#,#bilin#
#bundak#,#budak#
#buʔekuŋ#,#bukʔoŋ#
#bunut#,#bunut#
#buhis#,#buis#
#burik#,#bulik#
#bulus#,#bulus#
#dekak#,#dekak#
#hembek#,#ebek#
#hebek#,#ebek#
#edeɡ#,#edeɡ#
#ʔezep#,#edep#
#ʔempas#,#eppas#
#ʔempas#,#epas#
#ɡamaʔ#,#ɡama#
#ɡisɡis#,#ɡisɡis#
#ɡarit#,#ɡalit#
#ɡiak#,#ɡiak#
#ɡitik#,#ɡitik#
#iŋkem#,#ikem#
#imit#,#immit#
#hiʔepet#,#ipet#
#itil#,#itil#
#kemkem#,#kemkem#
#kempes#,#kepes#
#kepes#,#kepes#
#kilaj#,#kilaj#
#kipak#,#kipak#
#kua#,#kua#
#kaʔis#,#kais#
#kamaŋ#,#kamaŋ#
#laŋeʔes#,#laŋʔes#
#laŋʔes#,#laŋʔes#
#lekeb#,#lekeb#
#letlet#,#letlet#
#liŋkeŋ#,#likeŋ#
#likeŋ#,#likeŋ#
#lintem#,#litem#
#litem#,#litem#
#lukab#,#lukab#
#ruŋkab#,#lukab#
#lampus#,#lapus#
#lapus#,#lapus#
#lidem#,#lidem#
#riken#,#liken#
#liʔu#,#lio#
#nuŋnuŋ#,#noŋnoŋ#
#huŋkab#,#okab#
#hukab#,#okab#
#upek#,#opek#
#paria#,#palia#
#pantek#,#pantek#
#pekpek#,#pekpek#
#petpet#,#petpet#
#pinzit#,#pidit#
#pizit#,#pidit#
#pis#,#pis#
#pisik#,#pisik#
#pit#,#pit#
#salaksak#,#salaksak#
#sedem#,#sedem#
#seŋaŋ#,#seŋaŋ#
#sikuʔan#,#sikuan#
#sirak#,#silak#
#silet#,#silet#
#simetik#,#simtik#
#sindek#,#sindek#
#sidek#,#sindek#
#citcit#,#sisit#
#sitsit#,#sitsit#
#siŋɡit#,#siŋɡit#
#siŋit#,#siŋit#
#sudsud#,#sudsud#
#sana#,#sana#
#saweʔaʔ#,#sawa#
#cawi#,#sawi#
#sumbir#,#subil#
#subir#,#subil#
#sudʒud#,#suɡud#
#cuŋkup#,#sukup#
#cukup#,#sukup#
#sujeʔuk#,#sujuk#
#sujʔuk#,#sujuk#
#taʔebaŋ#,#tabʔaŋ#
#taʔbaŋ#,#tabʔaŋ#
#tampak#,#tampak#
#tapak#,#tampak#
#timbak#,#tibak#
#tibak#,#tibak#
#tilem#,#tilem#
#tipak#,#tipak#
#timpuk#,#tipok#
#tipuk#,#tipok#
#tuek#,#toek#
#tumbun#,#tubon#
#tuŋkab#,#tukab#
#tukab#,#tukab#
#tuʔaw#,#tuaw#
#tuʔelaŋ#,#tuŋʔa#
#timbaw#,#tibew#
#ubak#,#ubak#
#wikwik#,#wikwik#
#wasaj#,#wasaj#
#hataʔ#,#ata#
#ataŋ#,#ataŋ#
#awer#,#awel#
#ajat#,#ajat#
#ajut#,#ajot#
#ila#,#ila#
#iɲat#,#inat#
#ʔinit#,#init#
#ʔinut#,#inut#
#ituʔ#,#ito#
#ujun#,#ujon#
#ŋiak#,#ŋiak#
