input,output
#ʔabaŋ#,#aaŋ#
#amben#,#abaŋ#
#heluŋ#,#allun#
#ʔambawaŋ#,#ambaaŋ#
#ambun#,#ambun#
#anzak#,#andak#
#andap#,#andaʔ#
#ʔantak#,#antak#
#azak#,#arak#
#erak#,#arrak#
#eden#,#arran#
#edaŋ#,#arraŋ#
#ataʔ#,#ata#
#ʔau#,#au#
#ajum#,#ajun#
#haŋɡa#,#aŋɡa#
#aŋkat#,#aŋkaʔ#
#aʔedas#,#aʔdaʔ#
#babaʔ#,#baba#
#bakan#,#bakan#
#baŋkaj#,#bakke#
#bakul#,#bakkuʔ#
#bala#,#bala#
#balulaŋ#,#balulaŋ#
#banban#,#bamban#
#baŋbaŋ#,#bambaŋ#
#benaŋ#,#bannaŋ#
#banaeŋ#,#bannaŋ#
#benehiʔ#,#banne#
#baŋa#,#baŋa#
#balantik#,#baʔtik#
#balatik#,#baʔtik#
#biak#,#biaʔ#
#bidaŋ#,#bidaŋ#
#bisik#,#bisik#
#bituk#,#bitok#
#bidibid#,#biʔbiʔ#
#buŋsu#,#boŋsu#
#buhat#,#buaʔ#
#bulaŋ#,#bulaŋ#
#buliɡ#,#bulle#
#buŋbuŋ#,#bumbuŋ#
#burik#,#buriʔ#
#busuŋ#,#busuŋ#
#buhaŋin#,#buŋin#
#bukaʔ#,#buŋkaʔ#
#buŋkus#,#buŋkuʔ#
#dahdah#,#dada#
#zuŋzuŋ#,#duduŋ#
#ɡenep#,#ɡannaʔ#
#ɡasiŋ#,#ɡasiŋ#
#iliŋ#,#iliŋ#
#hinzam#,#indan#
#izuk#,#induk#
#isi#,#isi#
#kabal#,#kaban#
#kaladi#,#kaladi#
#kalamata#,#kalamata#
#kalikiʔ#,#kaliki#
#karanzaŋ#,#karandaŋ#
#keluk#,#kelok#
#ketep#,#keʔteʔ#
#kidaj#,#kide#
#kicak#,#kissak#
#kua#,#kua#
#kurin#,#kurin#
#kuju#,#kuju#
#lalatu#,#lalatu#
#lemeʔ#,#lammaʔ#
#latuk#,#latuk#
#leket#,#laʔkaʔ#
#lecut#,#lessuʔ#
#libut#,#libu#
#limbuŋ#,#limboŋ#
#lukuʔ#,#lokko#
#luŋka#,#luka#
#luka#,#luka#
#luŋkuʔ#,#lukku#
#lukuʔ#,#lukku#
#ɲaɲuj#,#nani#
#pada#,#pada#
#padaŋ#,#padaŋ#
#paku#,#paku#
#paria#,#paria#
#pariama#,#pariama#
#pasaŋ#,#pasaŋ#
#pated#,#patiʔ#
#peteŋ#,#pattaŋ#
#patuŋ#,#patuŋ#
#patuŋ#,#pattuŋ#
#pajuŋ#,#pajuŋ#
#paŋɡaɡa#,#paŋɡaɡa#
#paŋi#,#paŋi#
#parelak#,#paʔlak#
#pakpak#,#paʔpak#
#penpen#,#pempen#
#pihak#,#piak#
#piʔak#,#piak#
#pilis#,#piliʔ#
#pindaʔ#,#pinda#
#pintal#,#pintaʔ#
#pujuʔ#,#pujo#
#rambu#,#rambu#
#sajaŋ#,#saaŋ#
#seraj#,#sarre#
#sabuŋ#,#sauŋ#
#saŋal#,#saŋaʔ#
#sepak#,#sepak#
#sik#,#sik#
#cik#,#sik#
#sikut#,#sikkuʔ#
#silat#,#silaʔ#
#sidʒem#,#sirrin#
#siʔedu#,#siʔdu#
#suliŋ#,#suliŋ#
#sumbaŋ#,#sumbaŋ#
#curik#,#surrik#
#sukak#,#suʔkaʔ#
#takup#,#takoʔ#
#telaŋ#,#tallaŋ#
#tamanaŋ#,#tamanaŋ#
#temu#,#tammu#
#tampeŋ#,#tampaŋ#
#tampar#,#tampaʔ#
#taruk#,#taruk#
#timbaŋ#,#timbaŋ#
#tuad#,#tuaʔ#
#tuzaʔ#,#tuda#
#tuluj#,#tuli#
#tumbiriŋ#,#tumbiriŋ#
#uzi#,#udi#
#ʔuraj#,#ure#
#ujun#,#ujun#
#wasaj#,#wase#
