input,output
#badʒaʔ#,#baraʔ#
#baseʔ#,#basaʔ#
#bataŋ#,#bataŋ#
#batu#,#batu#
#bities#,#bitis#
#bubun#,#bubun#
#zalan#,#dalan#
#dalem#,#dallom#
#daŋdaŋ#,#daraŋ#
#dahun#,#daun#
#dukut#,#dukut#
#duha#,#duo#
#dilaʔ#,#dilaʔ#
#ɡatel#,#katol#
#kahiw#,#kaju#
#kebit#,#kebpit#
#kima#,#kimo#
#kulat#,#kulat#
#kutu#,#kutu#
#laɲa#,#lano#
#laŋit#,#laŋit#
#laŋaw#,#laŋow#
#likes#,#likkos#
#luaʔ#,#luaʔ#
#lumut#,#lumut#
#laʔia#,#lədʒo#
#manuk#,#manuk#
#badʒaʔ#,#maraʔ#
#mata#,#mato#
#nanaʔ#,#nanaʔ#
#natad#,#natad#
#ʔaledʒaw#,#ndtaw#
#parud#,#parud#
#pia#,#pio#
#puket#,#pukut#
#pusedʒ#,#pusod#
#pusuʔ#,#pusuʔ#
#putiʔ#,#putiʔ#
#diŋdiŋ#,#rindiŋ#
#sakaj#,#sakaj#
#sakit#,#sakit#
#salaʔ#,#salaʔ#
#sidʒi#,#siri#
#suŋkab#,#sukab#
#sukab#,#sukab#
#suduk#,#sunduk#
#sedep#,#sədtop#
#sekuk#,#səkkuk#
#tabaŋ#,#tabaŋ#
#taneʔ#,#tanaʔ#
#tanem#,#tanom#
#taŋeb#,#taŋob#
#ʔatimun#,#timun#
#tiŋah#,#tiŋo#
#tuaj#,#tuaj#
#tuʔah#,#tuo#
#tebuh#,#təbpu#
#teŋaʔ#,#təŋŋaʔ#
