input,output
#hapuj#,#ahi#
#halas#,#alas#
#haŋin#,#anin#
#ba#,#ba#
#wakat#,#bakat#
#batad#,#batar#
#bekeladʒ#,#belar#
#belit#,#belit#
#bedʒbedʒ#,#bobar#
#betu#,#botu#
#buaʔ#,#bua#
#zalan#,#dalan#
#dekdek#,#dedek#
#diŋdiŋ#,#didin#
#dukut#,#dut#
#babaw#,#faho#
#bali#,#fali#
#balik#,#fali#
#balun#,#falu#
#baludʒ#,#falur#
#baŋun#,#fanun#
#baseʔ#,#fase#
#batu#,#fatu#
#bekeladʒ#,#felar#
#belit#,#felit#
#betaw#,#feto#
#betaw#,#feto#
#binehiʔ#,#fini#
#bisul#,#fisul#
#bities#,#fitis#
#bawbaw#,#foho#
#betak#,#fota#
#betak#,#fotak#
#buhat#,#fua#
#bukbuk#,#fuhuk#
#bulan#,#fulan#
#buŋaŋ#,#funan#
#bunuʔ#,#funu#
#burun#,#furu#
#buhek#,#fuuk#
#panas#,#hanas#
#pasaʔan#,#hasan#
#pules#,#hulas#
#pulis#,#hulis#
#puʔun#,#hun#
#puŋun#,#hunun#
#pudun#,#hurun#
#pusedʒ#,#husar#
#epat#,#hat#
#hipun#,#ihun#
#hikan#,#ikan#
#imu#,#imi#
#idʒuŋ#,#inur#
#kalem#,#kalan#
#kamiri#,#kamii#
#katimun#,#katimun#
#kebit#,#kebit#
#ɡiɡil#,#kiki#
#kilat#,#kilat#
#kilik#,#kili#
#kitik#,#kiti#
#kiuk#,#kiw#
#kerit#,#koi#
#kekkek#,#kokok#
#kekek#,#kokok#
#kulat#,#kulat#
#kulit#,#kulit#
#kuman#,#kuman#
#kunidʒ#,#kunir#
#kureʔit#,#kurit#
#kurʔit#,#kurit#
#kurut#,#kurut#
#kima#,#kima#
#laledʒ#,#lalar#
#lalin#,#lalin#
#dalidʒ#,#lalir#
#dalikan#,#laliʔan#
#lakaw#,#lao#
#dalem#,#laran#
#latu#,#latu#
#lakaw#,#laʔo#
#leŋa#,#lena#
#lesuŋ#,#lesun#
#ʔelet#,#let#
#limbun#,#lihun#
#lilin#,#lilin#
#liu#,#liu#
#ʔaledʒaw#,#loro#
#luʔar#,#luar#
#lupa#,#luha#
#luka#,#luka#
#lulun#,#lulun#
#lumut#,#lumut#
#mamaʔ#,#mama#
#manuk#,#man#
#manuk#,#manu#
#mipis#,#mihis#
#naŋuj#,#nani#
#ŋadʒan#,#naran#
#nasu#,#nasu#
#natad#,#natar#
#paniki#,#niki#
#ɲikɲik#,#ninik#
#nuka#,#nuka#
#nusa#,#nusa#
#kahu#,#o#
#kahu#,#o#
#uj#,#oi#
#duha#,#rua#
#sakaj#,#sae#
#salaʔ#,#sala#
#salaʔ#,#sala#
#saŋa#,#sana#
#sakaj#,#saʔe#
#sakaj#,#saʔe#
#siwa#,#sia#
#suŋkit#,#sukit#
#sukit#,#sukit#
#tales#,#talas#
#talih#,#tali#
#taʔemis#,#tamis#
#taʔmis#,#tamis#
#tamis#,#tamis#
#taŋis#,#tanis#
#taŋis#,#tanis#
#tara#,#tara#
#tasak#,#tasak#
#tasik#,#tasi#
#taʔi#,#te#
#tek#,#tek#
#timid#,#timir#
#tebiʔ#,#tohi#
#tebuh#,#tohu#
#telen#,#tolan#
#tudaʔ#,#tuda#
#turis#,#tui#
#tuluŋ#,#tulun#
#tumah#,#tuma#
#tuna#,#tuna#
#tunu#,#tunu#
#tuhud#,#tur#
#tudiʔ#,#turi#
#tuŋtuŋ#,#tutun#
#ʔuzan#,#udan#
#ʔuledʒ#,#ular#
#ʔunedʒ#,#unar#
#ʔutin#,#utin#
#kutu#,#utu#
#wani#,#wani#
#laku#,#laku#
