input,output
#aim#,#alim#
#amin#,#amin#
#amu#,#amu#
#asu#,#asu#
#ata#,#ata#
#babuj#,#babu#
#batux#,#batu#
#batux#,#batuh#
#batux#,#batuʔ#
#buŋuh#,#buŋuh#
#zalan#,#daan#
#zalan#,#daan#
#damuʔ#,#damuʔ#
#daʔu#,#daʔu#
#daja#,#daða#
#duma#,#duma#
#demdem#,#dumdum#
#likud#,#hiku#
#lima#,#hima#
#ʔules#,#huluc#
#ʔules#,#hulus#
#lemlem#,#humhum#
#ʔia#,#ia#
#lima#,#imaʔ#
#ita#,#ita#
#iten#,#itun#
#iuk#,#iðuk#
#ka#,#ka#
#kalaw#,#kaav#
#kaen#,#kaʔun#
#kudʒa#,#kua#
#kuden#,#kudun#
#ɡerɡer#,#kulkul#
#kuti#,#kuti#
#lalaj#,#lalaj#
#lantuk#,#latuk#
#latuk#,#latuk#
#luludʒ#,#lulu#
#nipen#,#nipun#
#padʒaj#,#paað#
#panaʔ#,#panaʔ#
#paʔedʒu#,#paʔav#
#pidʒax#,#pia#
#pidʒax#,#piah#
#pitu#,#pitu#
#punuʔ#,#punuʔ#
#ʔabu#,#ʔabu#
#ʔaɲud#,#ʔanu#
#ʔanus#,#ʔanus#
#ʔajam#,#ʔađam#
#ʔuaj#,#ʔuađ#
#ʔumah#,#ʔuma#
#saleŋ#,#saaŋ#
#suiʔ#,#suiʔ#
#sepsep#,#supsup#
#susu#,#susu#
#susu#,#susuʔ#
#taku#,#taku#
#tamuhuŋ#,#tamuhuŋ#
#taɲam#,#tanam#
#tapis#,#tapis#
#telu#,#tau#
#tuduʔ#,#tuduʔ#
#tektek#,#tuktuk#
#uka#,#uka#
#utan#,#utan#
#walu#,#vau#
#walu#,#vauʔ#
#ŋadʒan#,#ŋaan#
