input,output
#kahiw#,#ai#
#kasaw#,#as#
#kahu#,#au#
#empu#,#bu#
#papan#,#fafan#
#epat#,#fat#
#paniki#,#fni#
#panas#,#fanas#
#panaw#,#faːn#
#ɡekɡek#,#ɡokɡok#
#hikan#,#ian#
#hipun#,#ifiŋ#
#zauʔ#,#lau#
#lauŋ#,#lau#
#laŋaw#,#laŋ#
#laŋit#,#laŋit#
#limas#,#limas#
#liteʔ#,#lit#
#leseʔ#,#loas#
#duha#,#lu#
#lusuŋ#,#lusiŋ#
#mama#,#mama#
#mamin#,#mamiŋ#
#manuk#,#mani#
#meɲak#,#mna#
#mata#,#mta#
#nepuʔ#,#nof#
#nusa#,#nus#
#bak#,#pa#
#buʔaja#,#piaj#
#biŋaʔ#,#piŋ#
#bulu#,#plu#
#banua#,#pnu#
#bawbaw#,#popo#
#buŋkul#,#puk#
#bunuʔ#,#pun#
#bukbuk#,#pupi#
#buŋ#,#puŋ#
#babaʔ#,#paːp#
#batu#,#paːt#
#salaʔ#,#saːl#
#talas#,#talas#
#taŋis#,#taŋis#
#tajtaj#,#tet#
#tek#,#tok#
#tebuh#,#top#
#ʔuzan#,#ulan#
#ʔulu#,#ulu#
#umel#,#umal#
#ʔuhenap#,#unaf#
#ʔubi#,#up#
#kutu#,#ut#
#kutaɲa#,#utan#
#utaɲa#,#utan#
#wakat#,#wat#
#hapen#,#jafan#
#aɲam#,#janam#
#hapuj#,#jap#
#ʔatep#,#jataf#
#ʔataj#,#jataj#
#ŋadʒan#,#ŋasan#
